datetime_utc,open,high,low,close,volume
2021-06-30 15:00:00+00:00,110.972,111.011,110.904,110.918,1943.86
2021-06-30 15:05:00+00:00,110.919,110.951,110.906,110.916,568.42
2021-06-30 15:10:00+00:00,110.916,110.931,110.907,110.921,566.5
2021-06-30 15:15:00+00:00,110.922,110.945,110.919,110.944,380.9
2021-06-30 15:20:00+00:00,110.944,110.979,110.943,110.967,412.87
2021-06-30 15:25:00+00:00,110.969,110.981,110.94,110.973,543.25
2021-06-30 15:30:00+00:00,110.975,110.995,110.974,110.991,345.26
2021-06-30 15:35:00+00:00,110.991,111.013,110.98,111.009,460.72
2021-06-30 15:40:00+00:00,111.013,111.047,111.01,111.03,497.34
2021-06-30 15:45:00+00:00,111.029,111.047,111.029,111.038,334.84
2021-06-30 15:50:00+00:00,111.04,111.066,111.033,111.065,320.28
2021-06-30 15:55:00+00:00,111.065,111.068,111.027,111.04,275.07
2021-06-30 16:00:00+00:00,111.041,111.098,111.041,111.076,383.31
2021-06-30 16:05:00+00:00,111.078,111.079,111.057,111.066,470.84
2021-06-30 16:10:00+00:00,111.066,111.07,111.02,111.02,444.03
2021-06-30 16:15:00+00:00,111.021,111.024,110.997,111.007,568.71
2021-06-30 16:20:00+00:00,111.008,111.022,111.007,111.022,170.73
2021-06-30 16:25:00+00:00,111.022,111.05,111.017,111.042,180.17
2021-06-30 16:30:00+00:00,111.041,111.048,111.035,111.036,189.05
2021-06-30 16:35:00+00:00,111.036,111.049,111.033,111.048,192.36
2021-06-30 16:40:00+00:00,111.048,111.064,111.039,111.048,255.88
2021-06-30 16:45:00+00:00,111.048,111.064,111.048,111.06,96.54
2021-06-30 16:50:00+00:00,111.061,111.067,111.05,111.051,145.82
2021-06-30 16:55:00+00:00,111.053,111.09,111.053,111.087,426.19
2021-06-30 17:00:00+00:00,111.088,111.091,111.07,111.077,321.83
2021-06-30 17:05:00+00:00,111.078,111.082,111.074,111.082,125.78
2021-06-30 17:10:00+00:00,111.082,111.095,111.07,111.077,344.71
2021-06-30 17:15:00+00:00,111.078,111.083,111.047,111.047,293.45
2021-06-30 17:20:00+00:00,111.048,111.06,111.039,111.046,188.8
2021-06-30 17:25:00+00:00,111.048,111.09,111.048,111.086,218.34
2021-06-30 17:30:00+00:00,111.085,111.087,111.077,111.077,156.91
2021-06-30 17:35:00+00:00,111.077,111.082,111.071,111.078,410.51
2021-06-30 17:40:00+00:00,111.077,111.086,111.074,111.083,406.39
2021-06-30 17:45:00+00:00,111.085,111.086,111.075,111.082,314.47
2021-06-30 17:50:00+00:00,111.081,111.094,111.081,111.093,263.46
2021-06-30 17:55:00+00:00,111.091,111.107,111.089,111.098,313.15
2021-06-30 18:00:00+00:00,111.098,111.119,111.096,111.115,545.41
2021-06-30 18:05:00+00:00,111.115,111.12,111.113,111.118,289.43
2021-06-30 18:10:00+00:00,111.12,111.12,111.11,111.11,124.73
2021-06-30 18:15:00+00:00,111.113,111.119,111.107,111.108,153.53
2021-06-30 18:20:00+00:00,111.108,111.119,111.108,111.11,100.99
2021-06-30 18:25:00+00:00,111.111,111.111,111.104,111.105,59.61
2021-06-30 18:30:00+00:00,111.106,111.112,111.103,111.104,103.06
2021-06-30 18:35:00+00:00,111.103,111.111,111.099,111.108,95.91
2021-06-30 18:40:00+00:00,111.109,111.114,111.109,111.112,53.41
2021-06-30 18:45:00+00:00,111.112,111.117,111.109,111.115,106.49
2021-06-30 18:50:00+00:00,111.115,111.115,111.103,111.111,117.24
2021-06-30 18:55:00+00:00,111.11,111.111,111.083,111.086,283.22
2021-06-30 19:00:00+00:00,111.085,111.102,111.085,111.096,128.07
2021-06-30 19:05:00+00:00,111.097,111.102,111.089,111.094,82.6
2021-06-30 19:10:00+00:00,111.093,111.096,111.086,111.094,83.12
2021-06-30 19:15:00+00:00,111.094,111.094,111.084,111.088,95.63
2021-06-30 19:20:00+00:00,111.088,111.094,111.082,111.093,58.51
2021-06-30 19:25:00+00:00,111.09,111.09,111.069,111.071,117.51
2021-06-30 19:30:00+00:00,111.07,111.07,111.068,111.069,48.55
2021-06-30 19:35:00+00:00,111.069,111.07,111.057,111.06,118.54
2021-06-30 19:40:00+00:00,111.06,111.06,111.023,111.031,203.75
2021-06-30 19:45:00+00:00,111.031,111.042,111.026,111.038,112.99
2021-06-30 19:50:00+00:00,111.04,111.057,111.036,111.055,76.27
2021-06-30 19:55:00+00:00,111.056,111.097,111.055,111.08,425.09
2021-06-30 20:00:00+00:00,111.08,111.095,111.077,111.081,376.31
2021-06-30 20:05:00+00:00,111.08,111.092,111.066,111.086,102.48
2021-06-30 20:10:00+00:00,111.084,111.094,111.084,111.092,88.93
2021-06-30 20:15:00+00:00,111.094,111.096,111.091,111.096,50.81
2021-06-30 20:20:00+00:00,111.098,111.112,111.096,111.112,115.62
2021-06-30 20:25:00+00:00,111.111,111.112,111.109,111.109,55.31
2021-06-30 20:30:00+00:00,111.111,111.119,111.109,111.116,50.88
2021-06-30 20:35:00+00:00,111.116,111.118,111.115,111.116,229.25
2021-06-30 20:40:00+00:00,111.115,111.117,111.107,111.11,71.96
2021-06-30 20:45:00+00:00,111.109,111.116,111.109,111.115,58.2
2021-06-30 20:50:00+00:00,111.114,111.115,111.107,111.111,82.17
2021-06-30 20:55:00+00:00,111.109,111.109,111.1,111.101,231.03
2021-06-30 21:00:00+00:00,111.102,111.102,111.096,111.099,8.19
2021-06-30 21:05:00+00:00,111.099,111.108,111.096,111.107,309.14
2021-06-30 21:10:00+00:00,111.106,111.107,111.096,111.096,65.39
2021-06-30 21:15:00+00:00,111.096,111.096,111.096,111.096,2.59
2021-06-30 21:20:00+00:00,111.102,111.102,111.096,111.098,10.56
2021-06-30 21:25:00+00:00,111.096,111.101,111.096,111.099,82.35
2021-06-30 21:30:00+00:00,111.099,111.102,111.096,111.1,84.44
2021-06-30 21:35:00+00:00,111.099,111.102,111.092,111.099,67.98
2021-06-30 21:40:00+00:00,111.102,111.102,111.097,111.098,70.84
2021-06-30 21:45:00+00:00,111.097,111.1,111.058,111.084,155.45
2021-06-30 21:50:00+00:00,111.084,111.084,111.081,111.082,19.19
2021-06-30 21:55:00+00:00,111.081,111.086,111.08,111.085,34.75
2021-06-30 22:00:00+00:00,111.085,111.116,111.084,111.109,398.0
2021-06-30 22:05:00+00:00,111.109,111.11,111.103,111.106,117.96
2021-06-30 22:10:00+00:00,111.105,111.105,111.102,111.104,466.92
2021-06-30 22:15:00+00:00,111.105,111.11,111.088,111.09,351.71
2021-06-30 22:20:00+00:00,111.089,111.103,111.084,111.102,147.33
2021-06-30 22:25:00+00:00,111.1,111.111,111.097,111.108,306.09
2021-06-30 22:30:00+00:00,111.106,111.109,111.096,111.102,240.84
2021-06-30 22:35:00+00:00,111.102,111.107,111.102,111.104,106.25
2021-06-30 22:40:00+00:00,111.104,111.112,111.103,111.109,52.85
2021-06-30 22:45:00+00:00,111.113,111.114,111.109,111.11,48.21
2021-06-30 22:50:00+00:00,111.11,111.116,111.108,111.109,56.76
2021-06-30 22:55:00+00:00,111.108,111.119,111.106,111.107,117.61
2021-06-30 23:00:00+00:00,111.106,111.106,111.097,111.1,101.11
2021-06-30 23:05:00+00:00,111.102,111.105,111.092,111.099,48.43
2021-06-30 23:10:00+00:00,111.098,111.1,111.096,111.098,20.74
2021-06-30 23:15:00+00:00,111.097,111.106,111.087,111.104,62.23
2021-06-30 23:20:00+00:00,111.105,111.115,111.103,111.106,149.16
2021-06-30 23:25:00+00:00,111.108,111.111,111.108,111.11,73.23
2021-06-30 23:30:00+00:00,111.108,111.137,111.106,111.136,207.56
2021-06-30 23:35:00+00:00,111.136,111.136,111.118,111.123,170.17
2021-06-30 23:40:00+00:00,111.123,111.132,111.121,111.131,92.4
2021-06-30 23:45:00+00:00,111.13,111.137,111.125,111.132,120.9
2021-06-30 23:50:00+00:00,111.131,111.136,111.127,111.136,63.07
2021-06-30 23:55:00+00:00,111.136,111.136,111.124,111.13,130.04
2021-07-01 00:00:00+00:00,111.131,111.144,111.118,111.123,750.91
2021-07-01 00:05:00+00:00,111.125,111.132,111.085,111.086,281.9
2021-07-01 00:10:00+00:00,111.086,111.103,111.085,111.098,238.85
2021-07-01 00:15:00+00:00,111.098,111.116,111.091,111.105,146.19
2021-07-01 00:20:00+00:00,111.105,111.121,111.105,111.12,220.39
2021-07-01 00:25:00+00:00,111.12,111.14,111.115,111.139,228.36
2021-07-01 00:30:00+00:00,111.139,111.163,111.133,111.141,511.86
