datetime_utc,open,high,low,close,volume
2022-05-01 21:00:00+00:00,129.723,129.75,129.723,129.744,4.97
2022-05-01 21:05:00+00:00,129.744,129.765,129.743,129.753,10.45
2022-05-01 21:10:00+00:00,129.753,129.758,129.744,129.75,7.89
2022-05-01 21:15:00+00:00,129.75,129.75,129.75,129.75,5.57
2022-05-01 21:20:00+00:00,129.776,129.788,129.776,129.788,12.14
2022-05-01 21:25:00+00:00,129.787,129.852,129.779,129.844,46.98
2022-05-01 21:30:00+00:00,129.844,129.85,129.838,129.844,29.54
2022-05-01 21:35:00+00:00,129.844,129.851,129.843,129.848,31.5
2022-05-01 21:40:00+00:00,129.842,129.847,129.833,129.847,29.47
2022-05-01 21:45:00+00:00,129.841,129.889,129.841,129.869,48.34
2022-05-01 21:50:00+00:00,129.869,129.869,129.853,129.856,23.33
2022-05-01 21:55:00+00:00,129.849,129.897,129.848,129.865,55.45
2022-05-01 22:00:00+00:00,129.869,129.949,129.821,129.883,318.17
2022-05-01 22:05:00+00:00,129.883,130.079,129.882,130.05,1255.05
2022-05-01 22:10:00+00:00,130.048,130.092,129.994,130.079,801.4
2022-05-01 22:15:00+00:00,130.078,130.251,130.04,130.189,1849.8
2022-05-01 22:20:00+00:00,130.191,130.242,130.145,130.236,1178.97
2022-05-01 22:25:00+00:00,130.244,130.289,130.194,130.289,904.45
2022-05-01 22:30:00+00:00,130.292,130.298,130.202,130.22,1164.62
2022-05-01 22:35:00+00:00,130.219,130.219,130.078,130.095,969.34
2022-05-01 22:40:00+00:00,130.097,130.16,130.084,130.142,715.11
2022-05-01 22:45:00+00:00,130.139,130.167,130.052,130.066,565.54
2022-05-01 22:50:00+00:00,130.063,130.089,130.018,130.062,699.8
2022-05-01 22:55:00+00:00,130.061,130.136,130.05,130.136,912.24
2022-05-01 23:00:00+00:00,130.14,130.146,129.999,130.025,1080.71
2022-05-01 23:05:00+00:00,130.027,130.036,129.982,129.99,633.13
2022-05-01 23:10:00+00:00,129.992,130.077,129.992,130.036,707.46
2022-05-01 23:15:00+00:00,130.035,130.053,129.999,130.026,529.95
2022-05-01 23:20:00+00:00,130.026,130.072,129.964,129.985,584.98
2022-05-01 23:25:00+00:00,129.983,130.069,129.98,130.039,803.76
2022-05-01 23:30:00+00:00,130.037,130.043,129.992,129.998,690.58
2022-05-01 23:35:00+00:00,130.0,130.005,129.901,129.906,907.0
2022-05-01 23:40:00+00:00,129.908,129.915,129.855,129.878,758.55
2022-05-01 23:45:00+00:00,129.879,129.956,129.879,129.909,755.4
2022-05-01 23:50:00+00:00,129.907,130.003,129.9,129.96,913.29
2022-05-01 23:55:00+00:00,129.959,130.03,129.942,129.998,709.44
2022-05-02 00:00:00+00:00,129.997,130.054,129.951,129.951,1365.23
2022-05-02 00:05:00+00:00,129.951,129.952,129.773,129.788,1698.16
2022-05-02 00:10:00+00:00,129.792,129.8,129.651,129.662,1648.82
2022-05-02 00:15:00+00:00,129.66,129.719,129.61,129.65,1503.42
2022-05-02 00:20:00+00:00,129.648,129.724,129.613,129.678,1267.07
2022-05-02 00:25:00+00:00,129.678,129.784,129.649,129.756,1174.46
2022-05-02 00:30:00+00:00,129.756,129.848,129.727,129.727,1708.7
2022-05-02 00:35:00+00:00,129.729,129.835,129.728,129.83,1713.18
2022-05-02 00:40:00+00:00,129.829,129.869,129.81,129.855,1364.46
2022-05-02 00:45:00+00:00,129.854,129.942,129.851,129.921,2013.78
2022-05-02 00:50:00+00:00,129.919,130.067,129.898,130.05,2655.63
2022-05-02 00:55:00+00:00,130.051,130.111,130.038,130.058,2185.42
2022-05-02 01:00:00+00:00,130.06,130.081,129.995,130.042,1729.91
2022-05-02 01:05:00+00:00,130.041,130.051,129.952,129.991,988.14
2022-05-02 01:10:00+00:00,129.991,130.142,129.989,130.126,1538.95
2022-05-02 01:15:00+00:00,130.126,130.157,130.075,130.089,703.27
2022-05-02 01:20:00+00:00,130.091,130.167,130.084,130.162,719.79
2022-05-02 01:25:00+00:00,130.162,130.196,130.118,130.12,851.6
2022-05-02 01:30:00+00:00,130.116,130.136,130.073,130.084,891.63
2022-05-02 01:35:00+00:00,130.085,130.099,130.056,130.067,672.13
2022-05-02 01:40:00+00:00,130.068,130.096,130.044,130.073,724.49
2022-05-02 01:45:00+00:00,130.072,130.187,130.052,130.159,860.26
2022-05-02 01:50:00+00:00,130.159,130.199,130.122,130.171,819.14
2022-05-02 01:55:00+00:00,130.172,130.237,130.131,130.18,1151.6
2022-05-02 02:00:00+00:00,130.179,130.189,130.105,130.118,1078.34
2022-05-02 02:05:00+00:00,130.118,130.177,130.11,130.165,1048.72
2022-05-02 02:10:00+00:00,130.165,130.196,130.162,130.187,828.14
2022-05-02 02:15:00+00:00,130.187,130.187,130.11,130.111,947.09
2022-05-02 02:20:00+00:00,130.112,130.171,130.112,130.164,767.56
2022-05-02 02:25:00+00:00,130.165,130.182,130.05,130.084,1357.33
2022-05-02 02:30:00+00:00,130.086,130.119,130.077,130.092,1022.17
2022-05-02 02:35:00+00:00,130.091,130.139,130.051,130.065,1005.52
2022-05-02 02:40:00+00:00,130.062,130.078,130.033,130.047,989.6
2022-05-02 02:45:00+00:00,130.046,130.067,130.008,130.066,767.79
2022-05-02 02:50:00+00:00,130.065,130.098,130.053,130.056,642.87
2022-05-02 02:55:00+00:00,130.056,130.149,130.053,130.144,928.78
2022-05-02 03:00:00+00:00,130.145,130.198,130.12,130.196,1644.64
2022-05-02 03:05:00+00:00,130.195,130.22,130.165,130.203,964.54
2022-05-02 03:10:00+00:00,130.203,130.211,130.172,130.202,679.79
2022-05-02 03:15:00+00:00,130.203,130.301,130.196,130.271,1106.69
2022-05-02 03:20:00+00:00,130.271,130.275,130.211,130.241,1201.0
2022-05-02 03:25:00+00:00,130.244,130.356,130.24,130.345,1174.5
2022-05-02 03:30:00+00:00,130.343,130.37,130.297,130.332,1752.2
2022-05-02 03:35:00+00:00,130.331,130.354,130.299,130.31,1392.93
2022-05-02 03:40:00+00:00,130.312,130.312,130.256,130.269,1016.76
2022-05-02 03:45:00+00:00,130.268,130.297,130.258,130.28,663.83
2022-05-02 03:50:00+00:00,130.279,130.287,130.219,130.253,705.44
2022-05-02 03:55:00+00:00,130.254,130.287,130.234,130.282,817.77
2022-05-02 04:00:00+00:00,130.281,130.331,130.27,130.276,1197.02
2022-05-02 04:05:00+00:00,130.276,130.305,130.276,130.281,1067.0
2022-05-02 04:10:00+00:00,130.281,130.295,130.25,130.27,805.35
2022-05-02 04:15:00+00:00,130.27,130.322,130.269,130.297,627.05
2022-05-02 04:20:00+00:00,130.301,130.317,130.293,130.299,522.07
2022-05-02 04:25:00+00:00,130.301,130.32,130.298,130.312,480.24
