datetime_utc,open,high,low,close,volume
2025-12-31 15:00:00+00:00,156.923,156.975,156.92,156.972,759.1
2025-12-31 15:05:00+00:00,156.971,156.986,156.935,156.986,454.51
2025-12-31 15:10:00+00:00,156.989,156.994,156.972,156.985,896.03
2025-12-31 15:15:00+00:00,156.984,156.986,156.923,156.941,583.81
2025-12-31 15:20:00+00:00,156.94,156.949,156.91,156.933,661.53
2025-12-31 15:25:00+00:00,156.932,156.952,156.923,156.937,590.44
2025-12-31 15:30:00+00:00,156.935,156.935,156.868,156.893,771.27
2025-12-31 15:35:00+00:00,156.895,156.906,156.86,156.89,873.14
2025-12-31 15:40:00+00:00,156.892,156.909,156.866,156.866,485.71
2025-12-31 15:45:00+00:00,156.866,156.943,156.851,156.915,673.21
2025-12-31 15:50:00+00:00,156.915,156.921,156.816,156.836,1380.23
2025-12-31 15:55:00+00:00,156.838,156.845,156.716,156.742,1666.5
2025-12-31 16:00:00+00:00,156.739,156.748,156.642,156.683,1609.0
2025-12-31 16:05:00+00:00,156.681,156.701,156.657,156.694,891.85
2025-12-31 16:10:00+00:00,156.693,156.751,156.693,156.751,546.1
2025-12-31 16:15:00+00:00,156.75,156.766,156.709,156.71,655.09
2025-12-31 16:20:00+00:00,156.709,156.808,156.706,156.79,577.38
2025-12-31 16:25:00+00:00,156.788,156.798,156.766,156.786,407.76
2025-12-31 16:30:00+00:00,156.784,156.832,156.784,156.815,492.16
2025-12-31 16:35:00+00:00,156.815,156.832,156.792,156.797,491.64
2025-12-31 16:40:00+00:00,156.792,156.84,156.792,156.837,260.79
2025-12-31 16:45:00+00:00,156.836,156.845,156.82,156.839,274.29
2025-12-31 16:50:00+00:00,156.84,156.846,156.812,156.826,332.62
2025-12-31 16:55:00+00:00,156.826,156.838,156.805,156.809,346.71
2025-12-31 17:00:00+00:00,156.811,156.843,156.798,156.805,368.74
2025-12-31 17:05:00+00:00,156.801,156.803,156.764,156.783,414.06
2025-12-31 17:10:00+00:00,156.785,156.829,156.785,156.802,379.13
2025-12-31 17:15:00+00:00,156.8,156.815,156.783,156.801,347.86
2025-12-31 17:20:00+00:00,156.802,156.811,156.769,156.772,228.75
2025-12-31 17:25:00+00:00,156.772,156.812,156.769,156.802,272.62
2025-12-31 17:30:00+00:00,156.805,156.826,156.805,156.826,197.04
2025-12-31 17:35:00+00:00,156.828,156.84,156.81,156.821,202.08
2025-12-31 17:40:00+00:00,156.822,156.83,156.797,156.812,556.69
2025-12-31 17:45:00+00:00,156.812,156.815,156.772,156.79,393.8
2025-12-31 17:50:00+00:00,156.789,156.812,156.78,156.804,386.91
2025-12-31 17:55:00+00:00,156.805,156.853,156.804,156.824,1242.71
2025-12-31 18:00:00+00:00,156.825,156.899,156.797,156.877,1116.71
2025-12-31 18:05:00+00:00,156.877,156.886,156.854,156.876,658.73
2025-12-31 18:10:00+00:00,156.874,156.877,156.841,156.841,396.13
2025-12-31 18:15:00+00:00,156.839,156.873,156.835,156.869,428.73
2025-12-31 18:20:00+00:00,156.87,156.9,156.862,156.885,428.97
2025-12-31 18:25:00+00:00,156.883,156.886,156.855,156.862,440.84
2025-12-31 18:30:00+00:00,156.862,156.901,156.858,156.897,349.87
2025-12-31 18:35:00+00:00,156.897,156.911,156.885,156.888,220.02
2025-12-31 18:40:00+00:00,156.89,156.893,156.868,156.891,183.87
2025-12-31 18:45:00+00:00,156.893,156.896,156.882,156.894,212.25
2025-12-31 18:50:00+00:00,156.892,156.906,156.889,156.897,316.45
2025-12-31 18:55:00+00:00,156.898,156.921,156.886,156.89,417.15
2025-12-31 19:00:00+00:00,156.887,156.887,156.841,156.841,290.62
2025-12-31 19:05:00+00:00,156.841,156.854,156.835,156.848,193.49
2025-12-31 19:10:00+00:00,156.85,156.85,156.819,156.824,459.35
