datetime_utc,open,high,low,close,volume
2023-06-30 15:00:00+00:00,144.542,144.575,144.478,144.55,4863.81
2023-06-30 15:05:00+00:00,144.551,144.602,144.511,144.54,3804.87
2023-06-30 15:10:00+00:00,144.54,144.602,144.53,144.552,3158.77
2023-06-30 15:15:00+00:00,144.553,144.591,144.492,144.562,3102.84
2023-06-30 15:20:00+00:00,144.562,144.625,144.554,144.605,2542.82
2023-06-30 15:25:00+00:00,144.608,144.622,144.558,144.583,2955.74
2023-06-30 15:30:00+00:00,144.582,144.584,144.532,144.534,2462.39
2023-06-30 15:35:00+00:00,144.533,144.582,144.478,144.561,2430.06
2023-06-30 15:40:00+00:00,144.56,144.592,144.532,144.532,2053.48
2023-06-30 15:45:00+00:00,144.528,144.53,144.481,144.498,1865.49
2023-06-30 15:50:00+00:00,144.498,144.524,144.485,144.521,1769.86
2023-06-30 15:55:00+00:00,144.521,144.552,144.468,144.473,2162.47
2023-06-30 16:00:00+00:00,144.473,144.485,144.426,144.446,2066.92
2023-06-30 16:05:00+00:00,144.446,144.481,144.434,144.478,1744.96
2023-06-30 16:10:00+00:00,144.478,144.506,144.477,144.495,1696.61
2023-06-30 16:15:00+00:00,144.496,144.496,144.429,144.444,1591.03
2023-06-30 16:20:00+00:00,144.444,144.534,144.426,144.53,1856.8
2023-06-30 16:25:00+00:00,144.528,144.545,144.489,144.537,2252.31
2023-06-30 16:30:00+00:00,144.539,144.55,144.508,144.518,2001.79
2023-06-30 16:35:00+00:00,144.518,144.518,144.434,144.448,1460.36
2023-06-30 16:40:00+00:00,144.448,144.448,144.387,144.396,1317.82
2023-06-30 16:45:00+00:00,144.394,144.394,144.347,144.356,1803.88
2023-06-30 16:50:00+00:00,144.357,144.376,144.346,144.354,1227.11
2023-06-30 16:55:00+00:00,144.353,144.362,144.322,144.326,1607.87
2023-06-30 17:00:00+00:00,144.325,144.348,144.303,144.338,1865.21
2023-06-30 17:05:00+00:00,144.339,144.347,144.324,144.347,1082.53
2023-06-30 17:10:00+00:00,144.347,144.362,144.294,144.31,1152.2
2023-06-30 17:15:00+00:00,144.311,144.332,144.304,144.312,945.64
2023-06-30 17:20:00+00:00,144.311,144.317,144.274,144.29,1304.31
2023-06-30 17:25:00+00:00,144.29,144.29,144.258,144.274,888.75
2023-06-30 17:30:00+00:00,144.273,144.288,144.253,144.257,1454.5
2023-06-30 17:35:00+00:00,144.256,144.313,144.251,144.306,1571.3
2023-06-30 17:40:00+00:00,144.305,144.348,144.299,144.328,1853.15
2023-06-30 17:45:00+00:00,144.328,144.348,144.323,144.344,1143.51
2023-06-30 17:50:00+00:00,144.346,144.346,144.322,144.325,1424.2
2023-06-30 17:55:00+00:00,144.326,144.329,144.299,144.313,1443.47
2023-06-30 18:00:00+00:00,144.31,144.319,144.298,144.315,1291.72
2023-06-30 18:05:00+00:00,144.315,144.335,144.313,144.316,867.9
2023-06-30 18:10:00+00:00,144.316,144.32,144.298,144.305,1395.15
2023-06-30 18:15:00+00:00,144.306,144.313,144.283,144.283,1316.62
2023-06-30 18:20:00+00:00,144.283,144.291,144.249,144.264,1616.7
2023-06-30 18:25:00+00:00,144.269,144.272,144.242,144.251,1330.6
2023-06-30 18:30:00+00:00,144.251,144.285,144.245,144.249,1733.55
2023-06-30 18:35:00+00:00,144.251,144.273,144.237,144.241,1581.6
2023-06-30 18:40:00+00:00,144.242,144.254,144.234,144.238,1301.21
2023-06-30 18:45:00+00:00,144.239,144.266,144.239,144.26,1531.87
2023-06-30 18:50:00+00:00,144.261,144.285,144.25,144.268,1548.67
2023-06-30 18:55:00+00:00,144.267,144.302,144.239,144.299,1585.51
2023-06-30 19:00:00+00:00,144.296,144.303,144.279,144.291,794.62
2023-06-30 19:05:00+00:00,144.29,144.292,144.27,144.281,662.25
2023-06-30 19:10:00+00:00,144.281,144.311,144.27,144.273,755.99
2023-06-30 19:15:00+00:00,144.276,144.282,144.249,144.254,461.35
2023-06-30 19:20:00+00:00,144.254,144.285,144.244,144.282,554.67
2023-06-30 19:25:00+00:00,144.281,144.285,144.27,144.281,420.82
2023-06-30 19:30:00+00:00,144.281,144.285,144.259,144.261,502.47
