datetime_utc,open,high,low,close,volume
2025-01-31 15:00:00+00:00,154.619,154.697,154.607,154.672,2518.01
2025-01-31 15:05:00+00:00,154.671,154.689,154.58,154.665,1616.13
2025-01-31 15:10:00+00:00,154.664,154.708,154.606,154.62,1504.01
2025-01-31 15:15:00+00:00,154.62,154.64,154.571,154.618,1624.53
2025-01-31 15:20:00+00:00,154.617,154.659,154.576,154.59,1818.32
2025-01-31 15:25:00+00:00,154.59,154.605,154.526,154.571,1606.12
2025-01-31 15:30:00+00:00,154.57,154.627,154.553,154.579,1419.26
2025-01-31 15:35:00+00:00,154.579,154.643,154.558,154.592,1689.94
2025-01-31 15:40:00+00:00,154.592,154.763,154.587,154.762,1591.56
2025-01-31 15:45:00+00:00,154.758,154.835,154.734,154.784,1796.18
2025-01-31 15:50:00+00:00,154.785,154.841,154.742,154.793,2174.57
2025-01-31 15:55:00+00:00,154.797,154.872,154.773,154.82,2564.79
2025-01-31 16:00:00+00:00,154.823,154.889,154.804,154.849,1984.88
2025-01-31 16:05:00+00:00,154.849,154.925,154.84,154.925,1272.24
2025-01-31 16:10:00+00:00,154.924,154.967,154.867,154.897,1702.51
2025-01-31 16:15:00+00:00,154.897,154.946,154.877,154.887,1563.54
2025-01-31 16:20:00+00:00,154.884,154.898,154.828,154.842,1199.3
2025-01-31 16:25:00+00:00,154.843,154.921,154.834,154.913,710.55
2025-01-31 16:30:00+00:00,154.914,154.972,154.888,154.959,1297.94
2025-01-31 16:35:00+00:00,154.96,154.992,154.884,154.934,1510.25
2025-01-31 16:40:00+00:00,154.936,154.991,154.915,154.937,1047.93
2025-01-31 16:45:00+00:00,154.936,154.987,154.923,154.972,709.05
2025-01-31 16:50:00+00:00,154.971,155.003,154.926,154.95,648.39
2025-01-31 16:55:00+00:00,154.956,154.958,154.914,154.916,788.34
2025-01-31 17:00:00+00:00,154.915,154.922,154.861,154.914,1192.92
2025-01-31 17:05:00+00:00,154.914,154.971,154.794,154.811,2225.16
2025-01-31 17:10:00+00:00,154.813,154.877,154.767,154.872,3355.52
2025-01-31 17:15:00+00:00,154.875,154.892,154.735,154.737,2316.99
2025-01-31 17:20:00+00:00,154.738,154.756,154.661,154.723,1849.89
2025-01-31 17:25:00+00:00,154.721,154.761,154.697,154.73,1552.73
2025-01-31 17:30:00+00:00,154.731,154.795,154.71,154.78,1819.25
2025-01-31 17:35:00+00:00,154.785,154.819,154.779,154.802,2001.99
2025-01-31 17:40:00+00:00,154.802,154.803,154.71,154.733,1270.17
2025-01-31 17:45:00+00:00,154.731,154.803,154.73,154.765,1384.11
2025-01-31 17:50:00+00:00,154.772,154.793,154.722,154.733,1533.42
2025-01-31 17:55:00+00:00,154.734,154.774,154.722,154.761,1144.85
2025-01-31 18:00:00+00:00,154.759,154.8,154.754,154.779,764.85
2025-01-31 18:05:00+00:00,154.777,154.862,154.767,154.856,572.85
