戦略名,戦略種別,利確pips,損切りpips,時間帯,曜日,トレンド条件,ボラ条件,EMA短期,EMA長期,学習_取引回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,判定,総合スコア
ema_cross(EMA5/20),ema_cross,5,5,9時台,全曜日,レンジのみ,ATR高,5,20,62,45.2,-30.0,5.0,-5.0,0.824,-45.0,5,18,61.1,20.0,5.0,-5.0,1.571,-10.0,2,要注意(取引数不足),61.6
ema_cross(EMA5/20),ema_cross,5,5,21時台,月,下降のみ,直近30分変動大,5,20,26,38.5,-30.0,5.0,-5.0,0.625,-45.0,5,8,62.5,10.0,5.0,-5.0,1.667,-15.0,3,要注意(取引数不足),61.6
ema_cross(EMA5/20),ema_cross,5,8,22時台,全曜日,上昇のみ,ATR低,5,20,33,54.5,-0.3,5.0,-6.02,0.997,-37.1,4,21,71.4,27.0,5.0,-8.0,1.562,-16.0,2,要注意(取引数不足),61.6
ema_cross(EMA5/20),ema_cross,5,8,22時台,火,順方向のみ,なし,5,20,54,42.6,-130.4,5.0,-7.92,0.469,-155.0,7,21,71.4,27.0,5.0,-8.0,1.562,-16.0,2,要注意(取引数不足),61.6
ema_cross(EMA5/20),ema_cross,5,12,16時台,金,順方向のみ,なし,5,20,50,72.0,12.0,5.0,-12.0,1.071,-64.0,4,14,78.6,19.0,5.0,-12.0,1.528,-19.0,1,要注意(取引数不足),61.6
ema_cross(EMA5/20),ema_cross,5,8,16時台,月,レンジのみ,なし,5,20,54,50.0,-81.0,5.0,-8.0,0.625,-85.0,7,21,71.4,27.0,5.0,-8.0,1.562,-19.0,2,要注意(取引数不足),61.5
ema_cross(EMA5/20),ema_cross,5,12,NY(21-24),水,上昇のみ,ATR低,5,20,13,69.2,24.7,5.0,-5.08,2.217,-12.8,2,14,78.6,24.7,5.0,-10.1,1.815,-13.3,1,要注意(取引数不足),61.4
ema_cross(EMA5/20),ema_cross,5,15,全時間,火,下降のみ,ATR高,5,20,238,73.9,-45.1,5.0,-14.92,0.951,-155.0,4,101,80.2,105.0,5.0,-15.0,1.35,-80.0,2,要注意(取引数不足),61.4
ema_cross(EMA5/20),ema_cross,5,12,NY(21-24),月,下降のみ,直近30分変動大,5,20,45,66.7,-30.0,5.0,-12.0,0.833,-83.0,3,19,78.9,27.0,5.0,-12.0,1.562,-24.0,2,要注意(取引数不足),61.3
ema_cross(EMA5/20),ema_cross,5,15,9時台,全曜日,順方向のみ,直近30分変動大,5,20,59,76.3,15.0,5.0,-15.0,1.071,-85.0,3,27,81.5,35.0,5.0,-15.0,1.467,-15.0,1,要注意(取引数不足),61.3
ema_cross(EMA5/20),ema_cross,5,8,東京(9-15),水,レンジのみ,なし,5,20,237,60.8,-24.0,5.0,-8.0,0.968,-103.0,4,76,69.7,81.0,5.0,-8.0,1.44,-25.0,3,要注意(取引数不足),61.2
ema_cross(EMA5/20),ema_cross,5,8,NY(21-24),火,下降のみ,直近30分変動大,5,20,58,62.1,4.0,5.0,-8.0,1.023,-48.0,3,17,70.6,20.0,5.0,-8.0,1.5,-14.0,1,要注意(取引数不足),61.2
ema_cross(EMA5/20),ema_cross,5,10,NY(21-24),月,下降のみ,ATR低,5,20,7,57.1,-4.4,5.0,-8.13,0.82,-15.0,1,5,80.0,5.4,3.85,-10.0,1.54,-10.0,1,要注意(取引数不足),61.2
ema_cross(EMA5/20),ema_cross,5,10,9時台,金,順方向のみ,なし,5,20,44,59.1,-50.0,5.0,-10.0,0.722,-80.0,3,16,75.0,20.0,5.0,-10.0,1.5,-15.0,1,要注意(取引数不足),61.1
ema_cross(EMA5/20),ema_cross,5,8,22時台,月,なし,ATR高,5,20,55,52.7,-63.0,5.0,-8.0,0.697,-83.0,5,14,71.4,18.0,5.0,-8.0,1.562,-16.0,2,要注意(取引数不足),61.0
ema_cross(EMA5/20),ema_cross,5,10,16時台,金,レンジのみ,直近30分変動大,5,20,20,60.0,-20.0,5.0,-10.0,0.75,-20.0,3,12,75.0,15.0,5.0,-10.0,1.5,-10.0,1,要注意(取引数不足),60.9
ema_cross(EMA5/20),ema_cross,5,10,10時台,木,上昇のみ,なし,5,20,39,69.2,15.0,5.0,-10.0,1.125,-55.0,4,12,75.0,15.0,5.0,-10.0,1.5,-15.0,1,要注意(取引数不足),60.8
ema_cross(EMA5/20),ema_cross,5,10,16時台,月,レンジのみ,直近30分変動大,5,20,29,55.2,-50.0,5.0,-10.0,0.615,-65.0,3,12,75.0,15.0,5.0,-10.0,1.5,-15.0,1,要注意(取引数不足),60.8
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),火,上昇のみ,直近30分変動大,5,20,104,65.4,-200.0,5.0,-15.0,0.63,-245.0,5,48,81.2,60.0,5.0,-15.0,1.444,-30.0,2,要注意(取引数不足),60.7
ema_cross(EMA5/20),ema_cross,5,15,9時台,月,レンジのみ,なし,5,20,53,77.4,25.0,5.0,-15.0,1.139,-25.0,1,11,81.8,15.0,5.0,-15.0,1.5,-15.0,1,要注意(取引数不足),60.7
ema_cross(EMA5/20),ema_cross,5,15,ロンドン(16-21),月,なし,ATR低,5,20,84,69.0,-74.3,5.0,-14.01,0.796,-104.3,3,38,81.6,50.0,5.0,-15.0,1.476,-35.0,2,要注意(取引数不足),60.6
ema_cross(EMA5/20),ema_cross,5,10,ロンドン(16-21),金,下降のみ,ATR低,5,20,16,68.8,5.0,5.0,-10.0,1.1,-20.0,2,8,75.0,10.0,5.0,-10.0,1.5,-10.0,1,要注意(取引数不足),60.5
ema_cross(EMA5/20),ema_cross,5,10,NY(21-24),水,順方向のみ,ATR低,5,20,10,50.0,-11.2,5.0,-7.24,0.691,-15.8,2,8,75.0,10.0,5.0,-10.0,1.5,-10.0,1,要注意(取引数不足),60.5
ema_cross(EMA5/20),ema_cross,5,10,10時台,水,レンジのみ,直近30分変動大,5,20,22,63.6,-10.0,5.0,-10.0,0.875,-45.0,4,8,75.0,10.0,5.0,-10.0,1.5,-10.0,1,要注意(取引数不足),60.5
ema_cross(EMA5/20),ema_cross,5,10,10時台,木,順方向のみ,直近30分変動大,5,20,8,50.0,-20.0,5.0,-10.0,0.5,-35.0,3,8,75.0,10.0,5.0,-10.0,1.5,-10.0,1,要注意(取引数不足),60.5
ema_cross(EMA5/20),ema_cross,5,10,16時台,水,順方向のみ,ATR高,5,20,18,66.7,0.0,5.0,-10.0,1.0,-40.0,3,8,75.0,10.0,5.0,-10.0,1.5,-10.0,1,要注意(取引数不足),60.5
ema_cross(EMA5/20),ema_cross,5,10,22時台,全曜日,上昇のみ,ATR低,5,20,31,51.6,-30.3,5.0,-7.35,0.725,-52.1,6,20,75.0,24.1,4.69,-9.26,1.521,-11.3,2,要注意(取引数不足),60.5
ema_cross(EMA5/20),ema_cross,5,12,ロンドン(16-21),水,順方向のみ,ATR低,5,20,39,71.8,33.5,5.0,-9.68,1.315,-31.1,3,15,80.0,20.1,4.67,-12.0,1.558,-24.0,2,要注意(取引数不足),60.5
ema_cross(EMA5/20),ema_cross,5,15,9時台,金,上昇のみ,ATR低,5,20,24,83.3,40.0,5.0,-15.0,1.667,-20.0,2,6,83.3,10.0,5.0,-15.0,1.667,-15.0,1,要注意(取引数不足),60.5
ema_cross(EMA5/20),ema_cross,5,10,9時台,木,レンジのみ,ATR低,5,20,23,69.6,10.0,5.0,-10.0,1.143,-25.0,2,4,75.0,5.0,5.0,-10.0,1.5,0.0,1,要注意(取引数不足),60.4
ema_cross(EMA5/20),ema_cross,5,10,21時台,月,下降のみ,直近30分変動大,5,20,26,57.7,-35.0,5.0,-10.0,0.682,-60.0,3,8,75.0,10.0,5.0,-10.0,1.5,-15.0,1,要注意(取引数不足),60.4
ema_cross(EMA5/20),ema_cross,5,10,22時台,月,上昇のみ,ATR高,5,20,12,50.0,-24.7,5.0,-9.12,0.548,-39.7,3,4,75.0,5.0,5.0,-10.0,1.5,0.0,1,要注意(取引数不足),60.4
ema_cross(EMA5/20),ema_cross,5,10,22時台,火,上昇のみ,ATR低,5,20,8,62.5,-5.0,5.0,-10.0,0.833,-10.0,1,4,75.0,5.0,5.0,-10.0,1.5,0.0,1,要注意(取引数不足),60.4
ema_cross(EMA5/20),ema_cross,5,5,東京(9-15),木,順方向のみ,ATR高,5,20,54,50.0,0.0,5.0,-5.0,1.0,-35.0,4,25,60.0,25.0,5.0,-5.0,1.5,-10.0,2,要注意(取引数不足),60.3
ema_cross(EMA5/20),ema_cross,5,5,ロンドン(16-21),水,下降のみ,ATR低,5,20,18,50.0,0.0,5.0,-5.0,1.0,-20.0,3,5,60.0,5.0,5.0,-5.0,1.5,-5.0,1,要注意(取引数不足),60.3
ema_cross(EMA5/20),ema_cross,5,5,NY(21-24),月,レンジのみ,ATR高,5,20,28,39.3,-30.0,5.0,-5.0,0.647,-25.0,5,5,60.0,5.0,5.0,-5.0,1.5,-5.0,1,要注意(取引数不足),60.3
ema_cross(EMA5/20),ema_cross,5,5,NY(21-24),木,下降のみ,ATR高,5,20,78,43.6,-50.0,5.0,-5.0,0.773,-60.0,5,5,60.0,5.0,5.0,-5.0,1.5,-5.0,1,要注意(取引数不足),60.3
ema_cross(EMA5/20),ema_cross,5,5,22時台,水,レンジのみ,ATR低,5,20,5,40.0,-5.0,5.0,-5.0,0.667,-15.0,3,5,60.0,5.0,5.0,-5.0,1.5,-5.0,1,要注意(取引数不足),60.3
ema_cross(EMA5/20),ema_cross,5,10,東京(9-15),月,下降のみ,ATR低,5,20,47,76.6,70.0,5.0,-10.0,1.636,-45.0,3,17,76.5,25.0,5.0,-10.0,1.625,-15.0,1,要注意(取引数不足),60.3
ema_cross(EMA5/20),ema_cross,5,10,9時台,木,上昇のみ,ATR高,5,20,8,87.5,25.0,5.0,-10.0,3.5,-10.0,1,5,80.0,10.0,5.0,-10.0,2.0,-10.0,1,要注意(取引数不足),60.3
ema_cross(EMA5/20),ema_cross,5,10,16時台,全曜日,なし,ATR低,5,20,115,68.7,42.1,5.0,-9.8,1.119,-70.0,4,44,72.7,49.1,5.0,-9.24,1.443,-20.0,2,要注意(取引数不足),60.3
ema_cross(EMA5/20),ema_cross,5,12,10時台,金,なし,ATR高,5,20,54,72.2,15.0,5.0,-12.0,1.083,-70.0,2,23,78.3,30.0,5.0,-12.0,1.5,-12.0,2,要注意(取引数不足),60.3
ema_cross(EMA5/20),ema_cross,5,12,22時台,水,上昇のみ,直近30分変動大,5,20,22,45.5,-94.0,5.0,-12.0,0.347,-92.0,3,18,77.8,22.0,5.0,-12.0,1.458,-12.0,1,要注意(取引数不足),60.3
ema_cross(EMA5/20),ema_cross,5,5,9時台,全曜日,レンジのみ,ATR低,5,20,116,54.3,50.0,5.0,-5.0,1.189,-30.0,4,33,60.6,35.0,5.0,-5.0,1.538,-20.0,3,要注意(取引数不足),60.2
ema_cross(EMA5/20),ema_cross,5,8,10時台,木,なし,なし,5,20,128,59.4,-36.0,5.0,-8.0,0.913,-122.0,6,46,69.6,48.0,5.0,-8.0,1.429,-19.0,2,要注意(取引数不足),60.1
ema_cross(EMA5/20),ema_cross,5,10,10時台,月,下降のみ,ATR高,5,20,19,63.2,-10.0,5.0,-10.0,0.857,-35.0,2,4,75.0,5.0,5.0,-10.0,1.5,-10.0,1,要注意(取引数不足),60.1
ema_cross(EMA5/20),ema_cross,5,10,16時台,月,なし,ATR高,5,20,45,64.4,-15.0,5.0,-10.0,0.906,-55.0,3,24,75.0,30.0,5.0,-10.0,1.5,-25.0,2,要注意(取引数不足),60.1
ema_cross(EMA5/20),ema_cross,5,10,21時台,月,順方向のみ,直近30分変動大,5,20,13,53.8,-25.0,5.0,-10.0,0.583,-30.0,2,4,75.0,5.0,5.0,-10.0,1.5,-10.0,1,要注意(取引数不足),60.1
ema_cross(EMA5/20),ema_cross,5,10,22時台,月,レンジのみ,ATR高,5,20,18,55.6,-22.4,5.0,-9.05,0.691,-40.0,3,4,75.0,5.0,5.0,-10.0,1.5,-10.0,1,要注意(取引数不足),60.1
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),金,上昇のみ,ATR高,5,20,55,65.5,-48.0,5.0,-12.0,0.789,-116.0,5,18,77.8,22.0,5.0,-12.0,1.458,-19.0,1,要注意(取引数不足),60.1
ema_cross(EMA5/20),ema_cross,5,5,9時台,金,上昇のみ,なし,5,20,57,52.6,15.0,5.0,-5.0,1.111,-55.0,9,23,60.9,25.0,5.0,-5.0,1.556,-15.0,3,要注意(取引数不足),60.0
ema_cross(EMA5/20),ema_cross,5,8,全時間,月,レンジのみ,ATR低,5,20,148,56.8,-85.7,5.0,-7.9,0.831,-167.7,6,49,69.4,50.0,5.0,-8.0,1.417,-17.0,2,要注意(取引数不足),60.0
ema_cross(EMA5/20),ema_cross,5,15,9時台,火,なし,ATR低,5,20,68,75.0,0.0,5.0,-15.0,1.0,-55.0,3,22,81.8,30.0,5.0,-15.0,1.5,-25.0,2,要注意(取引数不足),60.0
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),水,下降のみ,ATR高,5,20,41,73.2,-15.0,5.0,-15.0,0.909,-60.0,2,22,81.8,30.0,5.0,-15.0,1.5,-30.0,2,要注意(取引数不足),59.9
ema_cross(EMA5/20),ema_cross,5,8,16時台,月,なし,ATR高,5,20,48,62.5,6.0,5.0,-8.0,1.042,-40.0,3,27,70.4,31.0,5.0,-8.0,1.484,-27.0,2,要注意(取引数不足),59.8
ema_cross(EMA5/20),ema_cross,5,10,22時台,月,下降のみ,なし,5,20,38,63.2,-22.4,4.9,-10.0,0.84,-50.0,2,17,76.5,20.4,4.65,-10.0,1.51,-20.0,2,要注意(取引数不足),59.8
ema_cross(EMA5/20),ema_cross,5,15,全時間,月,下降のみ,ATR高,5,20,218,68.8,-257.2,5.0,-14.81,0.745,-330.0,5,71,80.3,75.0,5.0,-15.0,1.357,-50.0,2,要注意(取引数不足),59.7
ema_cross(EMA5/20),ema_cross,5,15,9時台,火,なし,なし,5,20,146,76.0,30.0,5.0,-15.0,1.057,-85.0,3,51,80.4,55.0,5.0,-15.0,1.367,-60.0,1,要注意(取引数不足),59.7
ema_cross(EMA5/20),ema_cross,5,15,9時台,金,順方向のみ,なし,5,20,44,65.9,-70.3,5.0,-14.35,0.673,-95.3,2,16,81.2,20.0,5.0,-15.0,1.444,-15.0,1,要注意(取引数不足),59.7
ema_cross(EMA5/20),ema_cross,5,12,10時台,木,なし,なし,5,20,116,69.8,-15.0,5.0,-12.0,0.964,-92.0,4,44,77.3,50.0,5.0,-12.0,1.417,-24.0,2,要注意(取引数不足),59.6
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),金,レンジのみ,直近30分変動大,5,20,115,68.7,-37.0,5.0,-12.0,0.914,-102.0,3,40,77.5,47.0,5.0,-12.0,1.435,-41.0,2,要注意(取引数不足),59.5
ema_cross(EMA5/20),ema_cross,5,12,9時台,金,上昇のみ,直近30分変動大,5,20,22,72.7,8.0,5.0,-12.0,1.111,-60.0,5,9,77.8,11.0,5.0,-12.0,1.458,-12.0,1,要注意(取引数不足),59.5
ema_cross(EMA5/20),ema_cross,5,12,10時台,月,上昇のみ,直近30分変動大,5,20,25,64.0,-28.0,5.0,-12.0,0.741,-52.0,4,9,77.8,11.0,5.0,-12.0,1.458,-12.0,1,要注意(取引数不足),59.5
ema_cross(EMA5/20),ema_cross,5,10,16時台,水,なし,ATR高,5,20,52,57.7,-70.0,5.0,-10.0,0.682,-80.0,3,23,73.9,25.0,5.0,-10.0,1.417,-20.0,1,要注意(取引数不足),59.4
ema_cross(EMA5/20),ema_cross,5,12,10時台,水,上昇のみ,ATR高,5,20,16,62.5,-22.0,5.0,-12.0,0.694,-42.0,2,9,77.8,11.0,5.0,-12.0,1.458,-14.0,1,要注意(取引数不足),59.4
ema_cross(EMA5/20),ema_cross,5,10,NY(21-24),水,上昇のみ,なし,5,20,105,62.9,-34.3,5.0,-9.34,0.906,-67.1,3,51,74.5,63.7,5.0,-9.72,1.504,-40.0,4,要注意(取引数不足),59.3
ema_cross(EMA5/20),ema_cross,5,12,16時台,水,レンジのみ,直近30分変動大,5,20,24,62.5,-33.0,5.0,-12.0,0.694,-53.0,2,9,77.8,11.0,5.0,-12.0,1.458,-19.0,1,要注意(取引数不足),59.3
ema_cross(EMA5/20),ema_cross,5,15,10時台,全曜日,下降のみ,ATR高,5,20,84,75.0,0.0,5.0,-15.0,1.0,-70.0,4,32,81.2,40.0,5.0,-15.0,1.444,-30.0,2,要注意(取引数不足),59.3
ema_cross(EMA5/20),ema_cross,5,5,16時台,全曜日,なし,ATR低,5,20,136,49.3,-10.0,5.0,-5.0,0.971,-85.0,7,49,59.2,45.0,5.0,-5.0,1.45,-15.0,3,要注意(取引数不足),59.2
ema_cross(EMA5/20),ema_cross,5,15,NY(21-24),金,上昇のみ,ATR高,5,20,71,73.2,-10.7,5.0,-14.25,0.96,-105.7,3,11,81.8,15.0,5.0,-15.0,1.5,-15.0,2,要注意(取引数不足),59.2
ema_cross(EMA5/20),ema_cross,5,15,9時台,月,上昇のみ,ATR高,5,20,15,80.0,15.0,5.0,-15.0,1.333,-20.0,1,11,81.8,15.0,5.0,-15.0,1.5,-15.0,1,要注意(取引数不足),59.2
ema_cross(EMA5/20),ema_cross,5,5,21時台,月,なし,ATR低,5,20,26,53.8,10.0,5.0,-5.0,1.167,-10.0,2,10,60.0,10.0,5.0,-5.0,1.5,-10.0,2,要注意(取引数不足),59.1
ema_cross(EMA5/20),ema_cross,5,5,22時台,水,なし,ATR低,5,20,12,50.0,6.0,5.0,-4.0,1.25,-16.9,4,10,60.0,10.0,5.0,-5.0,1.5,-10.0,2,要注意(取引数不足),59.1
ema_cross(EMA5/20),ema_cross,5,10,ロンドン(16-21),全曜日,下降のみ,ATR低,5,20,89,68.5,25.0,5.0,-10.0,1.089,-65.0,3,31,74.2,35.0,5.0,-10.0,1.438,-20.0,2,要注意(取引数不足),59.1
ema_cross(EMA5/20),ema_cross,5,10,NY(21-24),水,レンジのみ,ATR低,5,20,7,57.1,-10.0,5.0,-10.0,0.667,-20.0,2,8,75.0,10.0,5.0,-10.0,1.5,-10.0,2,要注意(取引数不足),59.0
ema_cross(EMA5/20),ema_cross,5,12,全時間,木,順方向のみ,ATR低,5,20,210,69.5,-30.8,4.97,-11.82,0.959,-150.0,3,91,74.7,74.2,5.0,-11.56,1.279,-40.0,2,要注意(取引数不足),59.0
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),金,なし,ATR低,5,20,170,78.2,119.7,5.0,-14.74,1.22,-100.0,3,62,80.6,70.0,5.0,-15.0,1.389,-35.0,2,要注意(取引数不足),59.0
ema_cross(EMA5/20),ema_cross,5,15,9時台,火,レンジのみ,直近30分変動大,5,20,30,80.0,30.0,5.0,-15.0,1.333,-45.0,3,11,81.8,15.0,5.0,-15.0,1.5,-25.0,1,要注意(取引数不足),59.0
ema_cross(EMA5/20),ema_cross,5,10,NY(21-24),水,なし,ATR低,5,20,24,58.3,-8.3,5.0,-7.83,0.894,-45.8,4,26,73.1,28.7,5.0,-9.47,1.433,-10.0,2,要注意(取引数不足),58.8
ema_cross(EMA5/20),ema_cross,5,10,9時台,木,順方向のみ,直近30分変動大,5,20,15,80.0,30.0,5.0,-10.0,2.0,-20.0,2,9,77.8,15.0,5.0,-10.0,1.75,-20.0,2,要注意(取引数不足),58.8
ema_cross(EMA5/20),ema_cross,5,10,10時台,月,なし,直近30分変動大,5,20,57,64.9,-15.0,5.0,-10.0,0.925,-75.0,4,19,73.7,20.0,5.0,-10.0,1.4,-15.0,1,要注意(取引数不足),58.8
ema_cross(EMA5/20),ema_cross,5,10,22時台,火,下降のみ,直近30分変動大,5,20,32,50.0,-80.0,5.0,-10.0,0.5,-95.0,3,8,75.0,10.0,5.0,-10.0,1.5,-20.0,2,要注意(取引数不足),58.8
ema_cross(EMA5/20),ema_cross,5,5,21時台,月,下降のみ,ATR高,5,20,33,33.3,-55.0,5.0,-5.0,0.5,-75.0,6,5,60.0,5.0,5.0,-5.0,1.5,-10.0,2,要注意(取引数不足),58.7
ema_cross(EMA5/20),ema_cross,5,8,東京(9-15),木,レンジのみ,ATR低,5,20,78,51.3,-104.0,5.0,-8.0,0.658,-108.0,5,20,70.0,22.0,5.0,-8.0,1.458,-25.0,2,要注意(取引数不足),58.6
ema_cross(EMA5/20),ema_cross,5,10,全時間,月,下降のみ,ATR低,5,20,121,65.3,-19.4,5.0,-9.87,0.953,-95.0,5,46,73.9,45.4,4.86,-10.0,1.378,-25.0,2,要注意(取引数不足),58.6
ema_cross(EMA5/20),ema_cross,5,10,ロンドン(16-21),木,上昇のみ,ATR高,5,20,72,61.1,-60.0,5.0,-10.0,0.786,-80.0,3,27,74.1,30.0,5.0,-10.0,1.429,-20.0,2,要注意(取引数不足),58.6
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),全曜日,レンジのみ,ATR高,5,20,221,75.1,5.0,5.0,-15.0,1.006,-135.0,3,83,79.5,75.0,5.0,-15.0,1.294,-60.0,2,要注意(取引数不足),58.5
ema_cross(EMA5/20),ema_cross,5,12,22時台,金,下降のみ,ATR低,5,20,2,100.0,10.0,5.0,0.0,999.0,0.0,0,3,66.7,5.8,5.0,-4.2,2.381,0.0,1,要注意(取引数不足),58.4
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),水,レンジのみ,ATR低,5,20,69,66.7,-101.5,5.0,-14.41,0.694,-135.0,4,22,81.8,30.0,5.0,-15.0,1.5,-30.0,3,要注意(取引数不足),58.4
ema_cross(EMA5/20),ema_cross,5,12,10時台,金,上昇のみ,なし,5,20,43,62.8,-57.0,5.0,-12.0,0.703,-104.0,3,18,77.8,22.0,5.0,-12.0,1.458,-33.0,2,要注意(取引数不足),58.3
ema_cross(EMA5/20),ema_cross,5,12,16時台,全曜日,なし,ATR低,5,20,113,74.3,84.6,5.0,-11.57,1.252,-63.0,3,41,75.6,46.1,5.0,-10.89,1.423,-21.9,2,要注意(取引数不足),58.3
ema_cross(EMA5/20),ema_cross,5,5,東京(9-15),月,レンジのみ,直近30分変動大,5,20,85,51.8,15.0,5.0,-5.0,1.073,-45.0,6,32,59.4,30.0,5.0,-5.0,1.462,-15.0,3,要注意(取引数不足),58.2
ema_cross(EMA5/20),ema_cross,5,8,21時台,水,上昇のみ,なし,5,20,61,63.9,26.2,5.0,-7.67,1.155,-46.0,4,23,69.6,24.0,5.0,-8.0,1.429,-19.0,2,要注意(取引数不足),58.2
ema_cross(EMA5/20),ema_cross,5,10,16時台,全曜日,レンジのみ,なし,5,20,196,64.3,-70.5,5.0,-10.0,0.899,-105.5,3,82,72.0,65.0,5.0,-10.0,1.283,-45.0,2,要注意(取引数不足),58.2
ema_cross(EMA5/20),ema_cross,5,5,東京(9-15),金,レンジのみ,ATR低,5,20,69,55.1,35.0,5.0,-5.0,1.226,-30.0,4,22,59.1,20.0,5.0,-5.0,1.444,-15.0,2,要注意(取引数不足),58.1
ema_cross(EMA5/20),ema_cross,5,12,9時台,木,なし,ATR低,5,20,58,70.7,1.0,5.0,-12.0,1.005,-76.0,3,13,76.9,14.0,5.0,-12.0,1.389,-12.0,1,要注意(取引数不足),58.1
ema_cross(EMA5/20),ema_cross,5,12,16時台,火,レンジのみ,直近30分変動大,5,20,16,68.8,-5.0,5.0,-12.0,0.917,-28.0,2,13,76.9,14.0,5.0,-12.0,1.389,-12.0,1,要注意(取引数不足),58.1
ema_cross(EMA5/20),ema_cross,5,12,22時台,金,なし,ATR低,5,20,12,41.7,-36.3,5.0,-8.76,0.408,-36.0,4,9,66.7,8.0,4.23,-5.8,1.46,-4.2,2,要注意(取引数不足),58.1
ema_cross(EMA5/20),ema_cross,5,8,10時台,木,レンジのみ,直近30分変動大,5,20,20,65.0,9.0,5.0,-8.0,1.161,-14.0,1,10,70.0,11.0,5.0,-8.0,1.458,-16.0,2,要注意(取引数不足),58.0
ema_cross(EMA5/20),ema_cross,5,5,東京(9-15),水,レンジのみ,ATR高,5,20,61,52.5,15.0,5.0,-5.0,1.103,-45.0,6,15,60.0,15.0,5.0,-5.0,1.5,-15.0,3,要注意(取引数不足),57.9
ema_cross(EMA5/20),ema_cross,5,10,東京(9-15),水,下降のみ,ATR高,5,20,46,60.9,-40.0,5.0,-10.0,0.778,-55.0,4,23,73.9,25.0,5.0,-10.0,1.417,-20.0,2,要注意(取引数不足),57.9
ema_cross(EMA5/20),ema_cross,5,10,16時台,火,順方向のみ,なし,5,20,51,54.9,-90.0,5.0,-10.0,0.609,-110.0,5,15,73.3,15.0,5.0,-10.0,1.375,-10.0,1,要注意(取引数不足),57.9
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),金,下降のみ,なし,5,20,204,65.7,-170.0,5.0,-12.0,0.798,-211.0,4,81,75.3,65.0,5.0,-12.0,1.271,-45.0,2,要注意(取引数不足),57.9
ema_cross(EMA5/20),ema_cross,5,5,9時台,金,順方向のみ,なし,5,20,46,50.0,0.0,5.0,-5.0,1.0,-25.0,3,17,58.8,15.0,5.0,-5.0,1.429,-10.0,2,要注意(取引数不足),57.8
ema_cross(EMA5/20),ema_cross,5,8,16時台,水,下降のみ,ATR高,5,20,17,70.6,20.0,5.0,-8.0,1.5,-14.0,1,14,71.4,18.0,5.0,-8.0,1.562,-16.0,2,要注意(取引数不足),57.8
ema_cross(EMA5/20),ema_cross,5,10,東京(9-15),金,なし,ATR高,5,20,213,66.2,-15.0,5.0,-10.0,0.979,-195.0,5,70,72.9,65.0,5.0,-10.0,1.342,-35.0,3,要注意(取引数不足),57.8
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),水,下降のみ,ATR高,5,20,46,67.4,-25.0,5.0,-12.0,0.861,-75.0,4,22,77.3,25.0,5.0,-12.0,1.417,-24.0,2,要注意(取引数不足),57.8
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),水,レンジのみ,なし,5,20,209,65.6,-179.0,5.0,-12.0,0.793,-203.0,4,68,76.5,68.0,5.0,-12.0,1.354,-50.0,3,要注意(取引数不足),57.8
ema_cross(EMA5/20),ema_cross,5,12,21時台,水,上昇のみ,直近30分変動大,5,20,15,66.7,-10.0,5.0,-12.0,0.833,-25.0,2,9,77.8,11.0,5.0,-12.0,1.458,-24.0,2,要注意(取引数不足),57.8
ema_cross(EMA5/20),ema_cross,5,5,NY(21-24),火,上昇のみ,ATR高,5,20,77,27.3,-175.0,5.0,-5.0,0.375,-185.0,9,17,58.8,15.0,5.0,-5.0,1.429,-15.0,2,要注意(取引数不足),57.7
ema_cross(EMA5/20),ema_cross,5,5,10時台,木,なし,なし,5,20,138,49.3,-10.0,5.0,-5.0,0.971,-80.0,6,48,58.3,40.0,5.0,-5.0,1.4,-20.0,3,要注意(取引数不足),57.7
ema_cross(EMA5/20),ema_cross,5,8,22時台,火,上昇のみ,なし,5,20,72,41.7,-183.4,5.0,-7.94,0.45,-175.4,4,29,69.0,28.0,5.0,-8.0,1.389,-16.0,2,要注意(取引数不足),57.7
ema_cross(EMA5/20),ema_cross,5,8,ロンドン(16-21),木,上昇のみ,ATR高,5,20,75,60.0,-15.0,5.0,-8.0,0.938,-44.0,3,29,69.0,28.0,5.0,-8.0,1.389,-19.0,2,要注意(取引数不足),57.6
ema_cross(EMA5/20),ema_cross,5,8,22時台,火,上昇のみ,直近30分変動大,5,20,39,35.9,-130.0,5.0,-8.0,0.35,-145.0,10,19,68.4,17.0,5.0,-8.0,1.354,-11.0,1,要注意(取引数不足),57.6
