戦略名,戦略種別,利確pips,損切りpips,時間帯,曜日,トレンド条件,ボラ条件,EMA短期,EMA長期,学習_取引回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,判定,総合スコア
ema_cross(EMA5/20),ema_cross,5,12,ロンドン(16-21),全曜日,なし,ATR低,5,20,366,68.0,-121.0,4.98,-11.64,0.911,-268.4,3,162,77.2,213.2,5.0,-11.13,1.518,-56.0,3,要注意,70.8
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),全曜日,レンジのみ,なし,5,20,910,73.5,-265.3,4.99,-14.96,0.926,-339.6,4,330,78.5,230.0,5.0,-15.0,1.216,-130.0,4,要注意,69.2
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),全曜日,レンジのみ,なし,5,20,957,69.7,-149.6,4.99,-12.0,0.957,-283.0,5,350,73.1,152.0,5.0,-12.0,1.135,-101.0,4,要注意,66.1
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),全曜日,なし,ATR高,5,20,763,74.2,-125.0,5.0,-15.0,0.958,-335.0,5,334,76.9,130.0,5.0,-15.0,1.113,-110.0,3,要注意,65.0
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),全曜日,なし,直近30分変動大,5,20,1383,71.1,-1065.0,5.0,-15.0,0.822,-1185.0,6,644,75.2,24.4,5.0,-14.97,1.01,-200.6,4,要注意,65.0
ema_cross(EMA5/20),ema_cross,5,15,ロンドン(16-21),全曜日,なし,ATR低,5,20,355,73.0,-54.2,4.98,-14.01,0.96,-207.4,3,161,78.3,149.2,5.0,-13.74,1.31,-60.0,3,要注意,63.6
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),全曜日,レンジのみ,直近30分変動大,5,20,452,71.0,-360.0,5.0,-15.0,0.817,-380.0,5,193,78.8,145.0,5.0,-15.0,1.236,-100.0,3,要注意,62.4
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),金,なし,なし,5,20,568,72.2,-310.3,5.0,-14.94,0.869,-475.0,4,217,78.3,149.4,5.0,-14.91,1.213,-90.0,4,要注意,61.9
ema_cross(EMA5/20),ema_cross,5,15,全時間,火,下降のみ,なし,5,20,586,73.0,-217.5,5.0,-14.92,0.908,-355.0,5,265,77.0,105.0,5.0,-15.0,1.115,-100.0,3,要注意,61.8
ema_cross(EMA5/20),ema_cross,5,10,ロンドン(16-21),全曜日,なし,ATR低,5,20,387,64.3,-105.5,5.0,-9.79,0.922,-246.1,5,167,71.9,139.1,5.0,-9.81,1.302,-75.0,4,要注意,61.6
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),金,なし,直近30分変動大,5,20,308,70.1,-300.0,5.0,-15.0,0.783,-370.0,5,128,80.5,144.4,5.0,-14.82,1.39,-95.0,4,要注意,61.6
ema_cross(EMA5/20),ema_cross,5,10,全時間,火,下降のみ,なし,5,20,663,66.5,-15.0,5.0,-10.0,0.993,-220.0,6,292,69.5,125.0,5.0,-10.0,1.14,-130.0,4,要注意,61.2
ema_cross(EMA5/20),ema_cross,5,8,全時間,火,下降のみ,なし,5,20,729,60.2,-125.0,5.0,-8.0,0.946,-297.0,7,315,64.4,119.0,5.0,-8.0,1.133,-106.0,6,要注意,60.5
ema_cross(EMA5/20),ema_cross,5,8,ロンドン(16-21),全曜日,なし,ATR低,5,20,410,60.0,-64.1,5.0,-7.89,0.95,-245.7,6,180,67.2,133.0,5.0,-8.0,1.282,-69.0,5,要注意,60.2
ema_cross(EMA5/20),ema_cross,5,12,全時間,火,下降のみ,なし,5,20,623,69.2,-149.0,5.0,-12.0,0.935,-325.0,7,281,72.6,96.0,5.0,-12.0,1.104,-121.0,4,要注意,59.7
ema_cross(EMA5/20),ema_cross,5,5,ロンドン(16-21),全曜日,なし,ATR低,5,20,464,47.8,-96.7,5.0,-4.99,0.92,-221.7,8,209,54.1,85.0,5.0,-5.0,1.177,-40.0,5,要注意,58.1
ema_cross(EMA5/20),ema_cross,5,15,全時間,水,レンジのみ,なし,5,20,547,71.8,-337.0,5.0,-14.95,0.854,-387.0,5,240,76.7,80.0,5.0,-15.0,1.095,-85.0,4,要注意,58.1
ema_cross(EMA5/20),ema_cross,5,15,全時間,木,上昇のみ,なし,5,20,736,75.7,137.8,5.0,-14.79,1.052,-250.0,5,311,76.2,75.0,5.0,-15.0,1.068,-110.0,3,要注意,58.1
ema_cross(EMA5/20),ema_cross,5,15,全時間,金,なし,ATR高,5,20,872,73.3,-281.3,4.99,-14.9,0.919,-431.3,4,294,75.9,50.0,5.0,-15.0,1.047,-135.0,3,要注意,58.0
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),全曜日,下降のみ,ATR高,5,20,310,74.2,-50.0,5.0,-15.0,0.958,-145.0,6,146,77.4,70.0,5.0,-15.0,1.141,-45.0,2,要注意,57.8
ema_cross(EMA5/20),ema_cross,5,12,全時間,金,なし,ATR高,5,20,916,68.9,-257.0,4.99,-11.96,0.925,-381.0,7,304,71.7,58.0,5.0,-12.0,1.056,-124.0,4,要注意,57.7
ema_cross(EMA5/20),ema_cross,5,5,ロンドン(16-21),水,なし,なし,5,20,666,45.2,-316.7,5.0,-4.99,0.826,-351.7,10,245,53.9,95.0,5.0,-5.0,1.168,-45.0,7,要注意,56.9
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),金,なし,直近30分変動大,5,20,315,63.8,-363.0,5.0,-12.0,0.735,-407.0,5,131,74.8,94.0,5.0,-12.0,1.237,-74.0,4,要注意,56.8
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),全曜日,なし,ATR高,5,20,799,69.7,-119.0,5.0,-12.0,0.959,-302.0,5,349,71.1,28.0,5.0,-12.0,1.023,-136.0,4,要注意,56.5
ema_cross(EMA5/20),ema_cross,5,5,東京(9-15),全曜日,レンジのみ,ATR低,5,20,411,46.7,-135.0,5.0,-5.0,0.877,-210.0,9,116,56.9,80.0,5.0,-5.0,1.32,-70.0,5,要注意,56.3
ema_cross(EMA5/20),ema_cross,5,15,全時間,金,下降のみ,なし,5,20,697,71.4,-487.1,4.99,-14.94,0.836,-632.1,4,285,75.1,9.4,5.0,-14.94,1.009,-155.6,3,要注意,56.1
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),全曜日,レンジのみ,直近30分変動大,5,20,467,66.2,-351.0,5.0,-12.0,0.815,-397.0,5,194,72.2,52.0,5.0,-12.0,1.08,-95.0,3,要注意,55.9
ema_cross(EMA5/20),ema_cross,5,5,東京(9-15),全曜日,なし,ATR低,5,20,1244,47.3,-330.0,5.0,-5.0,0.899,-385.0,11,389,50.1,5.0,5.0,-5.0,1.005,-125.0,6,要注意,55.6
ema_cross(EMA5/20),ema_cross,5,12,全時間,木,なし,ATR低,5,20,505,65.5,-425.4,4.99,-11.93,0.795,-539.4,5,220,70.9,38.2,5.0,-11.59,1.051,-133.0,3,要注意,55.3
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),全曜日,下降のみ,ATR高,5,20,328,71.0,25.0,5.0,-12.0,1.022,-168.0,4,154,73.4,73.0,5.0,-12.0,1.148,-71.0,3,要注意,55.1
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),金,なし,なし,5,20,601,67.2,-344.0,5.0,-12.0,0.854,-463.0,4,237,70.9,12.0,5.0,-12.0,1.014,-85.0,3,要注意,55.1
ema_cross(EMA5/20),ema_cross,5,10,東京(9-15),金,なし,なし,5,20,638,63.9,-260.0,5.0,-10.0,0.887,-395.0,4,251,67.3,25.0,5.0,-10.0,1.03,-75.0,4,要注意,54.8
ema_cross(EMA5/20),ema_cross,5,5,ロンドン(16-21),全曜日,レンジのみ,なし,5,20,853,48.4,-135.0,5.0,-5.0,0.939,-190.0,10,340,51.2,40.0,5.0,-5.0,1.048,-85.0,7,要注意,54.5
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),火,なし,なし,5,20,512,72.3,-280.0,5.0,-15.0,0.869,-355.0,4,209,75.6,25.0,5.0,-15.0,1.033,-100.0,3,要注意,54.3
ema_cross(EMA5/20),ema_cross,5,8,全時間,金,上昇のみ,ATR高,5,20,343,57.7,-170.0,5.0,-8.0,0.853,-322.0,8,102,64.7,42.0,5.0,-8.0,1.146,-48.0,3,要注意,53.5
ema_cross(EMA5/20),ema_cross,5,8,ロンドン(16-21),全曜日,レンジのみ,なし,5,20,763,59.4,-215.0,5.0,-8.0,0.913,-261.0,8,311,61.7,8.0,5.0,-8.0,1.008,-114.0,5,要注意,53.3
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),月,なし,なし,5,20,554,69.3,-120.0,5.0,-12.0,0.941,-254.0,4,209,72.2,59.0,5.0,-12.0,1.085,-100.0,5,要注意,52.9
ema_cross(EMA5/20),ema_cross,5,8,東京(9-15),金,なし,なし,5,20,686,59.9,-145.0,5.0,-8.0,0.934,-289.0,7,264,62.1,20.0,5.0,-8.0,1.025,-66.0,5,要注意,52.6
ema_cross(EMA5/20),ema_cross,5,15,全時間,火,下降のみ,直近30分変動大,5,20,332,73.2,-107.5,5.0,-14.86,0.919,-195.0,6,162,75.9,30.0,5.0,-15.0,1.051,-75.0,3,要注意,52.1
ema_cross(EMA5/20),ema_cross,5,8,全時間,火,下降のみ,直近30分変動大,5,20,347,62.8,58.0,5.0,-8.0,1.056,-81.0,6,165,64.2,58.0,5.0,-8.0,1.123,-66.0,4,要注意,52.0
ema_cross(EMA5/20),ema_cross,5,10,東京(9-15),全曜日,下降のみ,ATR高,5,20,340,65.6,-55.0,5.0,-10.0,0.953,-180.0,5,159,67.9,30.0,5.0,-10.0,1.059,-60.0,3,要注意,51.8
ema_cross(EMA5/20),ema_cross,5,10,ロンドン(16-21),水,なし,なし,5,20,542,64.2,-191.7,5.0,-9.96,0.901,-246.7,5,213,67.6,30.0,5.0,-10.0,1.043,-90.0,5,要注意,51.5
ema_cross(EMA5/20),ema_cross,5,8,ロンドン(16-21),水,なし,なし,5,20,574,59.4,-152.7,5.0,-7.97,0.918,-197.7,6,226,62.4,25.0,5.0,-8.0,1.037,-83.0,5,要注意,51.4
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),月,なし,なし,5,20,515,74.2,-85.0,5.0,-15.0,0.957,-215.0,4,196,76.0,40.0,5.0,-15.0,1.057,-125.0,4,要注意,51.0
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),木,なし,直近30分変動大,5,20,300,71.3,-220.0,5.0,-15.0,0.829,-345.0,3,142,76.1,30.0,5.0,-15.0,1.059,-150.0,3,要注意,51.0
ema_cross(EMA5/20),ema_cross,5,5,東京(9-15),月,なし,なし,5,20,729,48.7,-95.0,5.0,-5.0,0.949,-170.0,9,279,50.5,15.0,5.0,-5.0,1.022,-80.0,6,要注意,50.9
ema_cross(EMA5/20),ema_cross,5,12,ロンドン(16-21),水,なし,なし,5,20,497,67.0,-292.7,5.0,-11.94,0.85,-329.7,5,203,70.9,16.0,5.0,-11.93,1.023,-92.0,5,要注意,50.9
ema_cross(EMA5/20),ema_cross,5,15,全時間,火,なし,ATR高,5,20,607,73.5,-161.8,5.0,-14.86,0.932,-356.0,6,246,75.2,13.4,4.98,-14.87,1.015,-165.0,4,要注意,50.6
ema_cross(EMA5/20),ema_cross,5,8,全時間,月,なし,ATR低,5,20,466,57.1,-253.6,5.0,-7.92,0.84,-340.6,8,166,62.0,6.4,4.96,-8.0,1.013,-71.0,4,要注意,50.4
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),全曜日,順方向のみ,ATR低,5,20,378,67.7,-179.9,4.98,-11.93,0.876,-287.0,5,119,72.3,34.0,5.0,-12.0,1.086,-104.0,4,要注意,50.0
ema_cross(EMA5/20),ema_cross,5,5,全時間,火,下降のみ,なし,5,20,843,47.6,-205.0,5.0,-5.0,0.907,-290.0,8,347,50.1,5.0,5.0,-5.0,1.006,-145.0,8,要注意,49.9
ema_cross(EMA5/20),ema_cross,5,8,東京(9-15),全曜日,レンジのみ,ATR低,5,20,345,60.0,-69.0,5.0,-8.0,0.938,-131.0,6,105,64.8,44.0,5.0,-8.0,1.149,-97.0,5,要注意,49.9
ema_cross(EMA5/20),ema_cross,5,10,全時間,火,下降のみ,直近30分変動大,5,20,345,68.4,90.0,5.0,-10.0,1.083,-85.0,6,163,68.7,50.0,5.0,-10.0,1.098,-85.0,4,要注意,49.7
ema_cross(EMA5/20),ema_cross,5,15,ロンドン(16-21),全曜日,レンジのみ,直近30分変動大,5,20,340,72.9,-140.0,5.0,-15.0,0.899,-240.0,3,174,75.3,10.0,5.0,-15.0,1.016,-150.0,3,要注意,49.5
ema_cross(EMA5/20),ema_cross,5,8,ロンドン(16-21),全曜日,レンジのみ,直近30分変動大,5,20,361,57.9,-171.0,5.0,-8.0,0.859,-207.0,5,177,61.6,1.0,5.0,-8.0,1.002,-125.0,4,要注意,48.8
ema_cross(EMA5/20),ema_cross,5,12,NY(21-24),全曜日,上昇のみ,なし,5,20,572,68.9,4.0,5.0,-11.04,1.002,-211.3,4,217,70.5,4.5,4.97,-11.81,1.006,-90.0,4,要注意,48.4
ema_cross(EMA5/20),ema_cross,5,12,全時間,火,下降のみ,直近30分変動大,5,20,337,70.3,-15.0,5.0,-12.0,0.988,-148.0,6,162,71.0,11.0,5.0,-12.0,1.02,-96.0,3,要注意,48.2
ema_cross(EMA5/20),ema_cross,5,10,東京(9-15),全曜日,順方向のみ,ATR低,5,20,387,64.1,-143.1,5.0,-9.95,0.897,-235.0,5,120,67.5,15.0,5.0,-10.0,1.038,-95.0,4,要注意,47.6
ema_cross(EMA5/20),ema_cross,5,10,東京(9-15),全曜日,レンジのみ,ATR低,5,20,336,64.9,-90.0,5.0,-10.0,0.924,-145.0,6,103,68.0,20.0,5.0,-10.0,1.061,-115.0,4,要注意,46.9
ema_cross(EMA5/20),ema_cross,5,5,NY(21-24),火,なし,なし,5,20,323,42.1,-255.0,5.0,-5.0,0.727,-265.0,7,127,50.4,5.0,5.0,-5.0,1.016,-65.0,6,要注意,45.6
ema_cross(EMA5/20),ema_cross,5,5,全時間,月,なし,ATR低,5,20,560,45.2,-266.7,5.0,-4.99,0.826,-331.7,11,186,50.5,5.4,4.95,-5.0,1.012,-75.0,8,要注意,45.3
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),全曜日,順方向のみ,ATR低,5,20,372,72.6,-163.2,4.98,-14.79,0.892,-295.3,4,117,75.2,5.0,5.0,-15.0,1.011,-155.0,4,要注意,44.8
ema_cross(EMA5/20),ema_cross,5,8,NY(21-24),木,なし,なし,5,20,304,62.2,31.6,5.0,-7.94,1.035,-123.0,7,100,62.0,6.0,5.0,-8.0,1.02,-92.0,5,要注意,41.1
ema_cross(EMA5/20),ema_cross,5,5,東京(9-15),火,下降のみ,ATR低,5,20,71,46.5,-25.0,5.0,-5.0,0.868,-50.0,5,9,100.0,45.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.8
ema_cross(EMA5/20),ema_cross,5,8,東京(9-15),火,下降のみ,ATR低,5,20,62,54.8,-54.0,5.0,-8.0,0.759,-74.0,3,9,100.0,45.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.8
ema_cross(EMA5/20),ema_cross,5,10,東京(9-15),火,下降のみ,ATR低,5,20,58,60.3,-55.0,5.0,-10.0,0.761,-75.0,3,9,100.0,45.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.8
ema_cross(EMA5/20),ema_cross,5,12,東京(9-15),火,下降のみ,ATR低,5,20,55,60.0,-99.0,5.0,-12.0,0.625,-114.0,3,9,100.0,45.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.8
ema_cross(EMA5/20),ema_cross,5,15,東京(9-15),火,下降のみ,ATR低,5,20,54,61.1,-150.0,5.0,-15.0,0.524,-165.0,3,9,100.0,45.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.8
ema_cross(EMA5/20),ema_cross,5,15,9時台,木,順方向のみ,直近30分変動大,5,20,15,86.7,35.0,5.0,-15.0,2.167,-15.0,1,9,100.0,45.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.8
ema_cross(EMA5/20),ema_cross,5,15,ロンドン(16-21),金,下降のみ,ATR低,5,20,15,80.0,15.0,5.0,-15.0,1.333,-25.0,1,8,100.0,40.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.6
ema_cross(EMA5/20),ema_cross,5,5,16時台,月,レンジのみ,ATR低,5,20,9,44.4,-5.0,5.0,-5.0,0.8,-15.0,3,7,100.0,35.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.4
ema_cross(EMA5/20),ema_cross,5,8,16時台,月,レンジのみ,ATR低,5,20,9,44.4,-20.0,5.0,-8.0,0.5,-30.0,3,7,100.0,35.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.4
ema_cross(EMA5/20),ema_cross,5,10,16時台,月,レンジのみ,ATR低,5,20,7,57.1,-10.0,5.0,-10.0,0.667,-20.0,1,7,100.0,35.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.4
ema_cross(EMA5/20),ema_cross,5,12,ロンドン(16-21),金,上昇のみ,ATR低,5,20,45,57.8,-70.8,5.0,-10.57,0.647,-103.8,3,20,90.0,72.9,5.0,-8.55,5.263,-12.0,1,要注意(取引数不足),150.4
ema_cross(EMA5/20),ema_cross,5,12,10時台,木,レンジのみ,ATR高,5,20,12,50.0,-42.0,5.0,-12.0,0.417,-55.0,4,7,100.0,35.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.4
ema_cross(EMA5/20),ema_cross,5,12,16時台,月,レンジのみ,ATR低,5,20,7,57.1,-16.0,5.0,-12.0,0.556,-26.0,1,7,100.0,35.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.4
ema_cross(EMA5/20),ema_cross,5,8,NY(21-24),月,順方向のみ,ATR低,5,20,12,66.7,5.6,4.7,-8.0,1.175,-24.0,3,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,8,9時台,金,順方向のみ,ATR低,5,20,20,65.0,9.0,5.0,-8.0,1.161,-35.0,3,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,8,10時台,全曜日,順方向のみ,ATR低,5,20,19,57.9,-9.0,5.0,-8.0,0.859,-39.0,3,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,10,NY(21-24),月,順方向のみ,ATR低,5,20,12,66.7,-2.4,4.7,-10.0,0.94,-30.0,3,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,10,9時台,金,順方向のみ,ATR低,5,20,20,65.0,-5.0,5.0,-10.0,0.929,-45.0,3,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,10,10時台,全曜日,順方向のみ,ATR低,5,20,19,63.2,-10.0,5.0,-10.0,0.857,-40.0,3,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,12,NY(21-24),月,順方向のみ,ATR低,5,20,12,66.7,-10.4,4.7,-12.0,0.783,-36.0,3,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,12,9時台,金,順方向のみ,ATR低,5,20,20,65.0,-19.0,5.0,-12.0,0.774,-57.0,3,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,12,10時台,全曜日,順方向のみ,ATR低,5,20,19,63.2,-16.1,5.0,-10.87,0.788,-46.1,3,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,12,10時台,木,レンジのみ,なし,5,20,39,66.7,-26.0,5.0,-12.0,0.833,-68.0,3,17,94.1,68.0,5.0,-12.0,6.667,-12.0,1,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,12,16時台,月,レンジのみ,ATR高,5,20,17,64.7,-17.0,5.0,-12.0,0.764,-50.0,2,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,15,NY(21-24),月,順方向のみ,ATR低,5,20,12,75.0,-2.4,4.73,-15.0,0.947,-30.0,2,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,15,9時台,金,順方向のみ,ATR低,5,20,20,70.0,-10.3,5.0,-13.38,0.872,-50.0,2,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,15,10時台,全曜日,順方向のみ,ATR低,5,20,19,68.4,-14.1,5.0,-13.18,0.822,-49.1,3,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,15,10時台,火,下降のみ,直近30分変動大,5,20,15,73.3,-5.0,5.0,-15.0,0.917,-25.0,1,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,15,10時台,水,レンジのみ,ATR高,5,20,20,70.0,-20.0,5.0,-15.0,0.778,-55.0,2,6,100.0,30.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.2
ema_cross(EMA5/20),ema_cross,5,5,9時台,月,レンジのみ,直近30分変動大,5,20,29,44.8,-15.0,5.0,-5.0,0.812,-30.0,4,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,8,9時台,月,レンジのみ,直近30分変動大,5,20,28,60.7,-3.0,5.0,-8.0,0.966,-24.0,3,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,8,10時台,木,順方向のみ,ATR高,5,20,14,64.3,5.0,5.0,-8.0,1.125,-11.0,1,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,10,ロンドン(16-21),水,レンジのみ,ATR低,5,20,18,72.2,15.0,5.0,-10.0,1.3,-20.0,2,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,10,9時台,月,レンジのみ,直近30分変動大,5,20,28,64.3,-10.0,5.0,-10.0,0.9,-30.0,3,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,10,10時台,木,順方向のみ,ATR高,5,20,14,64.3,-5.0,5.0,-10.0,0.9,-15.0,1,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,12,ロンドン(16-21),水,レンジのみ,ATR低,5,20,18,72.2,5.0,5.0,-12.0,1.083,-24.0,2,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,12,9時台,月,レンジのみ,直近30分変動大,5,20,28,67.9,-13.0,5.0,-12.0,0.88,-36.0,3,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,12,10時台,月,下降のみ,なし,5,20,26,69.2,-6.0,5.0,-12.0,0.938,-43.0,2,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,12,10時台,木,順方向のみ,ATR高,5,20,14,71.4,2.0,5.0,-12.0,1.042,-14.0,1,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,15,ロンドン(16-21),水,レンジのみ,ATR低,5,20,18,77.8,18.0,5.0,-13.0,1.346,-20.0,1,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,15,9時台,月,レンジのみ,直近30分変動大,5,20,27,74.1,-5.0,5.0,-15.0,0.952,-35.0,2,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,15,9時台,木,上昇のみ,ATR高,5,20,8,87.5,20.0,5.0,-15.0,2.333,-15.0,1,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,15,10時台,月,下降のみ,なし,5,20,26,73.1,-10.0,5.0,-15.0,0.905,-35.0,2,5,100.0,25.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),150.0
ema_cross(EMA5/20),ema_cross,5,12,NY(21-24),月,下降のみ,ATR低,5,20,7,57.1,-8.4,5.0,-9.47,0.704,-19.0,1,5,100.0,20.4,4.08,0.0,999.0,0.0,0,要注意(取引数不足),149.9
ema_cross(EMA5/20),ema_cross,5,15,NY(21-24),月,下降のみ,ATR低,5,20,7,57.1,-14.4,5.0,-11.47,0.581,-25.0,1,5,100.0,20.4,4.08,0.0,999.0,0.0,0,要注意(取引数不足),149.9
ema_cross(EMA5/20),ema_cross,5,5,NY(21-24),木,順方向のみ,ATR低,5,20,11,36.4,-10.6,5.0,-4.37,0.654,-15.0,2,4,100.0,20.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),149.8
ema_cross(EMA5/20),ema_cross,5,5,9時台,月,レンジのみ,ATR高,5,20,18,44.4,-10.0,5.0,-5.0,0.8,-15.0,3,4,100.0,20.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),149.8
ema_cross(EMA5/20),ema_cross,5,5,21時台,月,順方向のみ,ATR低,5,20,7,28.6,-15.0,5.0,-5.0,0.4,-20.0,4,4,100.0,20.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),149.8
ema_cross(EMA5/20),ema_cross,5,5,22時台,水,順方向のみ,ATR低,5,20,3,66.7,5.0,5.0,-5.0,2.0,-5.0,1,4,100.0,20.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),149.8
ema_cross(EMA5/20),ema_cross,5,8,NY(21-24),木,順方向のみ,ATR低,5,20,9,66.7,13.4,5.0,-5.53,1.807,-11.0,1,4,100.0,20.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),149.8
ema_cross(EMA5/20),ema_cross,5,8,9時台,月,レンジのみ,ATR高,5,20,17,58.8,-6.0,5.0,-8.0,0.893,-27.0,3,4,100.0,20.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),149.8
ema_cross(EMA5/20),ema_cross,5,8,16時台,金,上昇のみ,ATR低,5,20,14,35.7,-41.9,5.0,-7.43,0.374,-36.0,2,4,100.0,20.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),149.8
ema_cross(EMA5/20),ema_cross,5,8,21時台,月,順方向のみ,ATR低,5,20,7,57.1,-4.0,5.0,-8.0,0.833,-24.0,3,4,100.0,20.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),149.8
ema_cross(EMA5/20),ema_cross,5,8,22時台,水,レンジのみ,ATR低,5,20,4,75.0,7.0,5.0,-8.0,1.875,-8.0,1,4,100.0,20.0,5.0,0.0,999.0,0.0,0,要注意(取引数不足),149.8
