戦略名,戦略種別,利確pips,損切りpips,時間帯,曜日,トレンド条件,ボラ条件,EMA短期,EMA長期,学習_取引回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,判定,総合スコア
ema_cross(EMA5/20),ema_cross,5,8,21時台,全曜日,上昇のみ,なし,5,20,333,66.1,214.3,5.0,-7.84,1.242,-76.9,7,127,59.8,-28.0,5.0,-8.0,0.931,-68.0,4,過剰最適化疑い,36.4
