entry_time,exit_time,side,pnl_pips,exit_reason
2025-02-10 16:20:00,2025-02-10 16:25:00,買い,5.0,利確
2025-02-12 16:45:00,2025-02-12 16:50:00,売り,-10.0,損切り
2025-02-17 16:05:00,2025-02-17 16:10:00,売り,5.0,利確
2025-02-17 16:40:00,2025-02-17 16:40:00,買い,5.0,利確
2025-02-25 16:15:00,2025-02-25 16:25:00,売り,5.0,利確
2025-02-26 16:35:00,2025-02-26 16:35:00,売り,-10.0,損切り
2025-02-26 16:40:00,2025-02-26 16:50:00,買い,5.0,利確
2025-02-27 16:55:00,2025-02-27 17:20:00,売り,-10.0,損切り
2025-03-03 16:20:00,2025-03-03 16:25:00,買い,-10.0,損切り
2025-03-03 16:30:00,2025-03-03 16:50:00,売り,5.0,利確
2025-03-04 16:30:00,2025-03-04 16:30:00,売り,-10.0,損切り
2025-03-04 16:40:00,2025-03-04 16:40:00,買い,5.0,利確
2025-03-10 16:45:00,2025-03-10 17:00:00,売り,-10.0,損切り
2025-03-11 16:40:00,2025-03-11 16:40:00,売り,5.0,利確
2025-03-19 16:30:00,2025-03-19 16:30:00,売り,5.0,利確
2025-03-20 16:25:00,2025-03-20 16:35:00,買い,5.0,利確
2025-03-21 16:40:00,2025-03-21 17:00:00,売り,-10.0,損切り
2025-03-24 16:30:00,2025-03-24 16:55:00,買い,-10.0,損切り
