entry_time,exit_time,side,pnl_pips,exit_reason
2021-01-13 16:55:00,2021-01-13 17:00:00,売り,-10.0,損切り
2021-01-20 16:15:00,2021-01-20 23:40:00,買い,-10.0,損切り
2021-01-21 16:45:00,2021-01-21 16:55:00,買い,5.0,利確
2021-01-26 16:20:00,2021-01-26 16:50:00,買い,5.0,利確
2021-01-28 16:10:00,2021-01-28 16:35:00,買い,5.0,利確
2021-02-01 16:25:00,2021-02-01 17:30:00,買い,5.0,利確
2021-02-08 16:50:00,2021-02-08 17:25:00,売り,-10.0,損切り
2021-02-10 16:15:00,2021-02-10 16:30:00,売り,5.0,利確
2021-02-17 16:00:00,2021-02-17 16:15:00,売り,-10.0,損切り
2021-02-18 16:45:00,2021-02-18 17:20:00,売り,5.0,利確
2021-02-19 16:05:00,2021-02-19 16:50:00,買い,-10.0,損切り
2021-02-25 16:20:00,2021-02-25 16:35:00,買い,5.0,利確
2021-02-26 16:25:00,2021-02-26 16:25:00,売り,5.0,利確
2021-03-01 16:05:00,2021-03-01 17:05:00,売り,-10.0,損切り
2021-03-03 16:40:00,2021-03-03 17:35:00,売り,-10.0,損切り
2021-03-09 16:00:00,2021-03-09 16:15:00,売り,5.0,利確
2021-03-10 16:40:00,2021-03-10 16:45:00,売り,5.0,利確
2021-03-15 16:45:00,2021-03-15 17:05:00,売り,5.0,利確
2021-03-16 16:20:00,2021-03-16 16:45:00,買い,5.0,利確
2021-03-18 16:25:00,2021-03-18 16:25:00,買い,5.0,利確
2021-03-24 16:05:00,2021-03-24 16:25:00,買い,5.0,利確
2021-03-26 16:25:00,2021-03-26 16:45:00,売り,-10.0,損切り
2021-04-01 16:30:00,2021-04-01 17:35:00,売り,-10.0,損切り
2021-04-14 16:25:00,2021-04-14 16:35:00,買い,5.0,利確
2021-04-15 16:20:00,2021-04-15 16:25:00,売り,5.0,利確
2021-04-23 16:25:00,2021-04-23 19:45:00,買い,-10.0,損切り
2021-04-26 16:30:00,2021-04-26 17:10:00,売り,5.0,利確
2021-04-27 16:00:00,2021-04-27 16:15:00,買い,5.0,利確
2021-04-30 16:40:00,2021-04-30 17:00:00,買い,5.0,利確
2021-05-27 16:40:00,2021-05-27 17:55:00,売り,-10.0,損切り
2021-05-31 16:40:00,2021-05-31 22:10:00,売り,5.0,利確
2021-06-01 16:05:00,2021-06-01 17:05:00,買い,5.0,利確
2021-06-07 16:00:00,2021-06-07 16:50:00,買い,-10.0,損切り
2021-06-11 16:40:00,2021-06-11 17:20:00,買い,5.0,利確
2021-06-16 16:00:00,2021-06-16 16:05:00,売り,5.0,利確
2021-06-17 16:05:00,2021-06-17 16:55:00,売り,5.0,利確
2021-06-21 16:05:00,2021-06-21 16:20:00,売り,-10.0,損切り
2021-06-22 16:15:00,2021-06-22 17:00:00,売り,-10.0,損切り
2021-06-28 16:10:00,2021-06-28 17:35:00,売り,-10.0,損切り
2021-07-06 16:00:00,2021-07-06 16:45:00,買い,-10.0,損切り
2021-07-06 16:50:00,2021-07-06 19:50:00,売り,5.0,利確
2021-07-12 16:45:00,2021-07-12 16:45:00,売り,5.0,利確
2021-07-14 16:55:00,2021-07-14 21:00:00,買い,-10.0,損切り
2021-07-16 16:10:00,2021-07-16 16:20:00,売り,-10.0,損切り
2021-07-19 16:40:00,2021-07-19 17:35:00,売り,5.0,利確
2021-07-21 16:05:00,2021-07-21 16:30:00,買い,5.0,利確
2021-07-22 16:20:00,2021-07-22 16:25:00,買い,5.0,利確
2021-08-02 16:20:00,2021-08-02 18:50:00,買い,-10.0,損切り
2021-08-05 16:45:00,2021-08-05 16:45:00,売り,5.0,利確
2021-08-23 16:55:00,2021-08-23 17:20:00,売り,-10.0,損切り
2021-08-24 16:50:00,2021-08-24 18:25:00,売り,5.0,利確
2021-08-25 16:15:00,2021-08-25 20:05:00,買い,5.0,利確
2021-09-03 16:10:00,2021-09-03 16:35:00,売り,-10.0,損切り
2021-09-03 16:40:00,2021-09-03 18:40:00,買い,-10.0,損切り
2021-09-08 16:20:00,2021-09-08 16:20:00,売り,5.0,利確
2021-09-17 16:30:00,2021-09-17 16:50:00,売り,-10.0,損切り
2021-09-22 16:45:00,2021-09-22 18:10:00,売り,-10.0,損切り
2021-10-01 16:55:00,2021-10-01 17:05:00,買い,-10.0,損切り
2021-10-04 16:10:00,2021-10-04 16:15:00,買い,5.0,利確
2021-10-06 16:30:00,2021-10-06 17:05:00,売り,5.0,利確
2021-10-22 16:30:00,2021-10-22 16:40:00,買い,-10.0,損切り
2021-10-28 16:00:00,2021-10-28 16:00:00,買い,5.0,利確
2021-11-03 16:20:00,2021-11-03 16:40:00,買い,5.0,利確
2021-11-05 16:40:00,2021-11-05 16:50:00,買い,5.0,利確
2021-11-08 16:20:00,2021-11-08 17:15:00,売り,5.0,利確
2021-11-09 16:55:00,2021-11-09 17:10:00,買い,5.0,利確
2021-11-11 16:35:00,2021-11-11 16:45:00,買い,5.0,利確
2021-11-17 16:05:00,2021-11-17 16:15:00,買い,5.0,利確
2021-11-18 16:35:00,2021-11-18 16:40:00,売り,5.0,利確
2021-11-23 16:20:00,2021-11-23 16:20:00,売り,5.0,利確
2021-11-25 16:30:00,2021-11-25 21:05:00,売り,5.0,利確
2021-12-01 16:45:00,2021-12-01 17:00:00,売り,5.0,利確
2021-12-08 16:10:00,2021-12-08 16:25:00,売り,5.0,利確
2021-12-16 16:50:00,2021-12-16 18:00:00,売り,5.0,利確
2021-12-17 16:35:00,2021-12-17 16:45:00,買い,5.0,利確
2021-12-24 16:45:00,2021-12-24 23:55:00,売り,-1.0,日終わり強制決済
2021-12-28 16:50:00,2021-12-28 18:15:00,売り,5.0,利確
2022-01-06 16:25:00,2022-01-06 17:10:00,買い,-10.0,損切り
2022-01-07 16:45:00,2022-01-07 17:35:00,売り,5.0,利確
2022-01-10 16:20:00,2022-01-10 17:35:00,売り,5.0,利確
2022-01-12 16:35:00,2022-01-12 16:45:00,買い,5.0,利確
2022-01-13 16:25:00,2022-01-13 16:30:00,売り,5.0,利確
2022-01-14 16:15:00,2022-01-14 16:35:00,買い,-10.0,損切り
2022-01-14 16:40:00,2022-01-14 17:55:00,売り,-10.0,損切り
2022-01-20 16:55:00,2022-01-20 17:05:00,売り,5.0,利確
2022-01-25 16:40:00,2022-01-25 16:55:00,売り,-10.0,損切り
2022-02-01 16:40:00,2022-02-01 17:00:00,売り,5.0,利確
2022-02-07 16:20:00,2022-02-07 16:20:00,売り,5.0,利確
2022-02-11 16:00:00,2022-02-11 16:45:00,売り,5.0,利確
2022-02-16 16:40:00,2022-02-16 17:25:00,買い,5.0,利確
2022-02-18 16:25:00,2022-02-18 16:30:00,売り,5.0,利確
2022-02-21 16:20:00,2022-02-21 17:35:00,買い,-10.0,損切り
2022-02-22 16:25:00,2022-02-22 16:40:00,売り,-10.0,損切り
2022-02-22 16:50:00,2022-02-22 17:00:00,買い,5.0,利確
2022-02-23 16:00:00,2022-02-23 17:55:00,買い,5.0,利確
2022-02-25 16:30:00,2022-02-25 17:35:00,買い,-10.0,損切り
2022-02-28 16:45:00,2022-02-28 17:00:00,買い,-10.0,損切り
2022-03-08 16:20:00,2022-03-08 17:20:00,売り,-10.0,損切り
2022-03-09 16:30:00,2022-03-09 16:55:00,買い,5.0,利確
2022-03-14 16:50:00,2022-03-14 17:15:00,売り,-10.0,損切り
2022-03-15 16:00:00,2022-03-15 16:05:00,買い,-10.0,損切り
2022-03-21 16:35:00,2022-03-21 20:20:00,売り,5.0,利確
2022-03-23 16:35:00,2022-03-23 17:00:00,売り,5.0,利確
2022-03-29 16:10:00,2022-03-29 16:15:00,買い,5.0,利確
2022-04-01 16:05:00,2022-04-01 16:15:00,買い,5.0,利確
2022-04-04 16:15:00,2022-04-04 16:50:00,売り,-10.0,損切り
2022-04-06 16:50:00,2022-04-06 17:25:00,売り,-10.0,損切り
2022-04-14 16:10:00,2022-04-14 16:10:00,売り,5.0,利確
2022-04-18 16:10:00,2022-04-18 16:15:00,売り,5.0,利確
2022-04-20 16:05:00,2022-04-20 16:05:00,売り,5.0,利確
2022-05-02 16:15:00,2022-05-02 16:25:00,売り,-10.0,損切り
2022-05-04 16:25:00,2022-05-04 17:00:00,売り,5.0,利確
2022-05-06 16:00:00,2022-05-06 16:00:00,買い,-10.0,損切り
2022-05-06 16:05:00,2022-05-06 16:05:00,売り,5.0,利確
2022-05-10 16:35:00,2022-05-10 16:50:00,売り,5.0,利確
2022-05-16 16:30:00,2022-05-16 16:30:00,買い,5.0,利確
2022-05-17 16:00:00,2022-05-17 16:00:00,売り,-10.0,損切り
2022-05-17 16:05:00,2022-05-17 16:05:00,買い,5.0,利確
2022-05-17 16:40:00,2022-05-17 16:50:00,売り,-10.0,損切り
2022-05-20 16:15:00,2022-05-20 16:15:00,買い,5.0,利確
2022-05-25 16:05:00,2022-05-25 16:15:00,買い,5.0,利確
2022-06-06 16:45:00,2022-06-06 16:50:00,買い,5.0,利確
2022-06-07 16:25:00,2022-06-07 16:25:00,売り,-10.0,損切り
2022-06-07 16:55:00,2022-06-07 17:05:00,買い,-10.0,損切り
2022-06-14 16:30:00,2022-06-14 16:30:00,売り,5.0,利確
2022-06-22 16:50:00,2022-06-22 17:00:00,売り,5.0,利確
2022-06-23 16:45:00,2022-06-23 16:50:00,売り,-10.0,損切り
2022-06-29 16:30:00,2022-06-29 16:45:00,買い,-10.0,損切り
2022-07-01 16:50:00,2022-07-01 16:50:00,買い,5.0,利確
2022-07-05 16:45:00,2022-07-05 17:10:00,売り,5.0,利確
2022-07-11 16:15:00,2022-07-11 16:15:00,売り,5.0,利確
2022-07-12 16:25:00,2022-07-12 16:30:00,売り,5.0,利確
2022-07-22 16:20:00,2022-07-22 16:30:00,売り,-10.0,損切り
2022-07-27 16:00:00,2022-07-27 16:05:00,買い,-10.0,損切り
2022-07-27 16:25:00,2022-07-27 16:45:00,買い,5.0,利確
2022-07-28 16:20:00,2022-07-28 16:20:00,買い,5.0,利確
2022-08-05 16:00:00,2022-08-05 16:15:00,売り,-10.0,損切り
2022-08-05 16:30:00,2022-08-05 16:45:00,買い,5.0,利確
2022-08-08 16:35:00,2022-08-08 16:45:00,売り,5.0,利確
2022-08-09 16:20:00,2022-08-09 16:20:00,売り,5.0,利確
2022-08-09 16:45:00,2022-08-09 16:55:00,買い,-10.0,損切り
2022-08-10 16:40:00,2022-08-10 17:15:00,売り,-10.0,損切り
2022-08-24 16:50:00,2022-08-24 16:55:00,売り,5.0,利確
2022-08-30 16:05:00,2022-08-30 16:05:00,売り,5.0,利確
2022-08-30 16:25:00,2022-08-30 16:30:00,買い,5.0,利確
2022-08-30 16:50:00,2022-08-30 16:55:00,売り,5.0,利確
2022-08-31 16:45:00,2022-08-31 17:00:00,買い,5.0,利確
2022-09-02 16:20:00,2022-09-02 16:35:00,売り,-10.0,損切り
2022-09-12 16:15:00,2022-09-12 16:15:00,売り,5.0,利確
2022-09-16 16:35:00,2022-09-16 16:35:00,売り,5.0,利確
2022-09-28 16:30:00,2022-09-28 16:40:00,売り,5.0,利確
2022-10-06 16:05:00,2022-10-06 16:25:00,買い,5.0,利確
2022-10-07 16:35:00,2022-10-07 16:40:00,売り,5.0,利確
2022-10-11 16:00:00,2022-10-11 16:00:00,売り,5.0,利確
2022-10-17 16:25:00,2022-10-17 16:40:00,売り,5.0,利確
2022-10-20 16:55:00,2022-10-20 16:55:00,売り,5.0,利確
2022-10-27 16:40:00,2022-10-27 16:40:00,買い,-10.0,損切り
2022-10-27 16:50:00,2022-10-27 17:15:00,売り,5.0,利確
2022-10-31 16:30:00,2022-10-31 16:50:00,買い,5.0,利確
2022-11-10 16:05:00,2022-11-10 16:10:00,買い,5.0,利確
2022-11-14 16:05:00,2022-11-14 16:05:00,売り,-10.0,損切り
2022-11-14 16:30:00,2022-11-14 16:30:00,買い,-10.0,損切り
2022-11-17 16:15:00,2022-11-17 16:30:00,買い,-10.0,損切り
2022-11-17 16:40:00,2022-11-17 16:55:00,売り,5.0,利確
2022-12-09 16:20:00,2022-12-09 16:35:00,買い,5.0,利確
2022-12-12 16:05:00,2022-12-12 16:10:00,売り,-10.0,損切り
2022-12-14 16:55:00,2022-12-14 17:05:00,買い,5.0,利確
2022-12-21 16:10:00,2022-12-21 16:10:00,売り,5.0,利確
2022-12-22 16:15:00,2022-12-22 16:15:00,買い,5.0,利確
2022-12-23 16:05:00,2022-12-23 16:35:00,売り,5.0,利確
2022-12-27 16:45:00,2022-12-27 17:05:00,買い,5.0,利確
2022-12-28 16:00:00,2022-12-28 16:10:00,買い,-10.0,損切り
2022-12-28 16:15:00,2022-12-28 16:25:00,売り,5.0,利確
2022-12-29 16:20:00,2022-12-29 16:35:00,買い,-10.0,損切り
2023-01-03 16:20:00,2023-01-03 16:20:00,買い,5.0,利確
2023-01-18 16:35:00,2023-01-18 16:35:00,売り,5.0,利確
2023-01-19 16:40:00,2023-01-19 16:45:00,買い,-10.0,損切り
2023-01-20 16:35:00,2023-01-20 16:35:00,売り,-10.0,損切り
2023-02-03 16:10:00,2023-02-03 16:15:00,買い,-10.0,損切り
2023-02-03 16:45:00,2023-02-03 17:20:00,買い,5.0,利確
2023-02-06 16:15:00,2023-02-06 16:25:00,売り,5.0,利確
2023-02-08 16:50:00,2023-02-08 16:50:00,売り,5.0,利確
2023-02-16 16:35:00,2023-02-16 16:35:00,売り,5.0,利確
2023-02-23 16:10:00,2023-02-23 16:30:00,買い,5.0,利確
2023-02-24 16:05:00,2023-02-24 16:10:00,買い,5.0,利確
2023-02-27 16:30:00,2023-02-27 16:35:00,売り,-10.0,損切り
2023-03-06 16:15:00,2023-03-06 16:30:00,売り,5.0,利確
2023-03-08 16:05:00,2023-03-08 16:25:00,売り,5.0,利確
2023-03-10 16:35:00,2023-03-10 16:35:00,売り,-10.0,損切り
2023-03-22 16:15:00,2023-03-22 16:20:00,買い,-10.0,損切り
2023-03-23 16:05:00,2023-03-23 16:15:00,買い,-10.0,損切り
2023-03-23 16:35:00,2023-03-23 16:40:00,売り,-10.0,損切り
2023-03-23 16:45:00,2023-03-23 16:45:00,買い,5.0,利確
2023-03-24 16:00:00,2023-03-24 16:35:00,買い,-10.0,損切り
2023-03-24 16:55:00,2023-03-24 17:00:00,売り,5.0,利確
2023-04-11 16:25:00,2023-04-11 16:25:00,売り,5.0,利確
2023-04-12 16:55:00,2023-04-12 17:25:00,買い,5.0,利確
2023-04-14 16:40:00,2023-04-14 16:45:00,売り,5.0,利確
2023-04-17 16:15:00,2023-04-17 16:20:00,売り,-10.0,損切り
2023-04-17 16:25:00,2023-04-17 16:55:00,買い,5.0,利確
2023-04-21 16:25:00,2023-04-21 16:25:00,買い,5.0,利確
2023-04-25 16:00:00,2023-04-25 16:00:00,買い,-10.0,損切り
2023-04-25 16:20:00,2023-04-25 16:20:00,売り,5.0,利確
2023-04-26 16:30:00,2023-04-26 16:40:00,売り,5.0,利確
2023-05-01 16:25:00,2023-05-01 16:25:00,売り,-10.0,損切り
2023-05-04 16:25:00,2023-05-04 16:30:00,買い,5.0,利確
2023-05-08 16:15:00,2023-05-08 16:30:00,買い,5.0,利確
2023-05-15 16:10:00,2023-05-15 16:10:00,売り,5.0,利確
2023-05-18 16:20:00,2023-05-18 16:20:00,買い,5.0,利確
2023-05-29 16:40:00,2023-05-29 17:25:00,買い,-10.0,損切り
2023-05-30 16:15:00,2023-05-30 16:20:00,売り,-10.0,損切り
2023-05-31 16:50:00,2023-05-31 17:30:00,買い,5.0,利確
2023-06-07 16:00:00,2023-06-07 16:10:00,売り,-10.0,損切り
2023-06-08 16:40:00,2023-06-08 16:55:00,売り,5.0,利確
2023-06-14 16:35:00,2023-06-14 16:50:00,売り,5.0,利確
2023-06-20 16:05:00,2023-06-20 16:05:00,売り,-10.0,損切り
2023-06-23 16:35:00,2023-06-23 16:40:00,売り,5.0,利確
2023-06-26 16:15:00,2023-06-26 16:15:00,売り,5.0,利確
2023-06-27 16:50:00,2023-06-27 17:00:00,売り,-10.0,損切り
2023-06-29 16:45:00,2023-06-29 16:55:00,売り,5.0,利確
2023-06-30 16:40:00,2023-06-30 16:45:00,買い,5.0,利確
2023-07-05 16:45:00,2023-07-05 16:55:00,売り,5.0,利確
2023-07-12 16:30:00,2023-07-12 16:30:00,買い,5.0,利確
2023-07-17 16:40:00,2023-07-17 17:00:00,買い,-10.0,損切り
2023-07-24 16:05:00,2023-07-24 16:10:00,売り,-10.0,損切り
2023-07-25 16:40:00,2023-07-25 16:55:00,売り,-10.0,損切り
2023-07-27 16:15:00,2023-07-27 16:20:00,売り,-10.0,損切り
2023-08-01 16:20:00,2023-08-01 16:25:00,買い,-10.0,損切り
2023-08-01 16:30:00,2023-08-01 16:30:00,売り,5.0,利確
2023-08-01 16:45:00,2023-08-01 16:50:00,買い,-10.0,損切り
2023-08-03 16:25:00,2023-08-03 16:25:00,売り,5.0,利確
2023-08-09 16:55:00,2023-08-09 16:55:00,買い,5.0,利確
2023-08-10 16:10:00,2023-08-10 16:45:00,売り,5.0,利確
2023-08-11 16:20:00,2023-08-11 16:20:00,売り,5.0,利確
2023-08-21 16:45:00,2023-08-21 17:00:00,売り,-10.0,損切り
2023-08-23 16:10:00,2023-08-23 16:30:00,買い,-10.0,損切り
2023-08-23 16:35:00,2023-08-23 16:35:00,売り,5.0,利確
2023-08-24 16:05:00,2023-08-24 16:15:00,買い,5.0,利確
2023-08-25 16:05:00,2023-08-25 16:30:00,売り,5.0,利確
2023-08-28 16:40:00,2023-08-28 16:45:00,買い,5.0,利確
2023-08-31 16:15:00,2023-08-31 16:15:00,売り,5.0,利確
2023-09-01 16:25:00,2023-09-01 16:25:00,売り,5.0,利確
2023-09-06 16:35:00,2023-09-06 16:40:00,買い,5.0,利確
2023-09-08 16:05:00,2023-09-08 16:20:00,買い,5.0,利確
2023-09-14 16:15:00,2023-09-14 16:35:00,買い,5.0,利確
2023-09-19 16:45:00,2023-09-19 16:45:00,売り,5.0,利確
2023-09-25 16:00:00,2023-09-25 17:20:00,買い,5.0,利確
2023-09-27 16:55:00,2023-09-27 18:10:00,売り,-10.0,損切り
2023-09-28 16:05:00,2023-09-28 16:05:00,売り,5.0,利確
2023-10-09 16:00:00,2023-10-09 19:15:00,買い,-10.0,損切り
2023-10-11 16:45:00,2023-10-11 16:45:00,売り,5.0,利確
2023-10-12 16:50:00,2023-10-12 17:30:00,買い,-10.0,損切り
2023-10-13 16:15:00,2023-10-13 18:05:00,売り,-10.0,損切り
2023-10-18 16:25:00,2023-10-18 16:40:00,買い,5.0,利確
2023-10-23 16:35:00,2023-10-23 23:55:00,売り,3.2,日終わり強制決済
2023-10-27 16:00:00,2023-10-27 16:00:00,売り,5.0,利確
2023-11-01 16:50:00,2023-11-01 17:05:00,買い,-10.0,損切り
2023-11-02 16:25:00,2023-11-02 16:45:00,買い,5.0,利確
2023-11-06 16:05:00,2023-11-06 16:50:00,買い,5.0,利確
2023-11-13 16:45:00,2023-11-13 17:10:00,売り,-10.0,損切り
2023-11-17 16:40:00,2023-11-17 17:00:00,売り,5.0,利確
2023-11-20 16:45:00,2023-11-20 16:45:00,売り,5.0,利確
2023-11-21 16:05:00,2023-11-21 16:05:00,売り,5.0,利確
2023-11-23 16:55:00,2023-11-23 17:00:00,買い,5.0,利確
2023-11-24 16:25:00,2023-11-24 16:35:00,買い,-10.0,損切り
2023-11-29 16:05:00,2023-11-29 16:20:00,買い,-10.0,損切り
2023-11-30 16:30:00,2023-11-30 16:40:00,買い,5.0,利確
2023-12-04 16:00:00,2023-12-04 16:00:00,買い,-10.0,損切り
2023-12-04 16:05:00,2023-12-04 16:20:00,売り,5.0,利確
2023-12-04 16:35:00,2023-12-04 16:40:00,買い,5.0,利確
2023-12-11 16:15:00,2023-12-11 16:35:00,売り,-10.0,損切り
2023-12-11 16:45:00,2023-12-11 16:45:00,買い,5.0,利確
2023-12-14 16:30:00,2023-12-14 16:30:00,買い,5.0,利確
2023-12-15 16:45:00,2023-12-15 16:45:00,売り,-10.0,損切り
2023-12-15 16:50:00,2023-12-15 17:00:00,買い,5.0,利確
2024-01-02 16:00:00,2024-01-02 16:00:00,買い,5.0,利確
2024-01-04 16:15:00,2024-01-04 16:35:00,売り,5.0,利確
2024-01-11 16:10:00,2024-01-11 17:00:00,売り,-10.0,損切り
2024-01-16 16:50:00,2024-01-16 16:55:00,売り,-10.0,損切り
2024-01-19 16:30:00,2024-01-19 16:45:00,売り,5.0,利確
2024-01-25 16:15:00,2024-01-25 16:35:00,売り,5.0,利確
2024-01-31 16:55:00,2024-01-31 17:00:00,売り,5.0,利確
2024-02-05 16:55:00,2024-02-05 17:00:00,買い,5.0,利確
2024-02-06 16:45:00,2024-02-06 17:05:00,買い,5.0,利確
2024-02-07 16:25:00,2024-02-07 16:25:00,売り,5.0,利確
2024-02-09 16:00:00,2024-02-09 16:00:00,売り,5.0,利確
2024-02-13 16:05:00,2024-02-13 16:20:00,買い,5.0,利確
2024-02-16 16:15:00,2024-02-16 17:00:00,売り,-10.0,損切り
2024-02-19 16:10:00,2024-02-19 18:10:00,売り,5.0,利確
2024-02-20 16:50:00,2024-02-20 17:50:00,売り,5.0,利確
2024-02-27 16:10:00,2024-02-27 16:25:00,売り,5.0,利確
2024-03-05 16:00:00,2024-03-05 16:45:00,売り,5.0,利確
2024-03-11 16:00:00,2024-03-11 16:00:00,売り,5.0,利確
2024-03-11 16:20:00,2024-03-11 16:30:00,買い,-10.0,損切り
2024-03-12 16:45:00,2024-03-12 17:00:00,売り,-10.0,損切り
2024-03-15 16:45:00,2024-03-15 16:45:00,買い,5.0,利確
2024-03-25 16:45:00,2024-03-25 16:55:00,売り,-10.0,損切り
2024-03-28 16:10:00,2024-03-28 16:20:00,買い,5.0,利確
2024-04-01 16:05:00,2024-04-01 21:05:00,買い,5.0,利確
2024-04-04 16:00:00,2024-04-04 16:20:00,買い,5.0,利確
2024-04-18 16:10:00,2024-04-18 16:40:00,買い,-10.0,損切り
2024-04-18 16:50:00,2024-04-18 17:00:00,売り,-10.0,損切り
2024-04-22 16:00:00,2024-04-22 16:15:00,売り,5.0,利確
2024-04-23 16:05:00,2024-04-23 16:30:00,買い,5.0,利確
2024-05-17 16:45:00,2024-05-17 17:05:00,買い,5.0,利確
2024-06-10 16:15:00,2024-06-10 16:30:00,売り,5.0,利確
2024-06-17 16:25:00,2024-06-17 16:25:00,買い,5.0,利確
2024-06-21 16:35:00,2024-06-21 16:35:00,売り,5.0,利確
2024-06-27 16:20:00,2024-06-27 16:40:00,買い,5.0,利確
2024-06-28 16:10:00,2024-06-28 16:15:00,買い,-10.0,損切り
2024-06-28 16:20:00,2024-06-28 16:40:00,売り,5.0,利確
2024-07-01 16:30:00,2024-07-01 17:35:00,買い,-10.0,損切り
2024-07-02 16:50:00,2024-07-02 17:50:00,売り,5.0,利確
2024-07-05 16:20:00,2024-07-05 17:30:00,買い,-10.0,損切り
2024-07-11 16:35:00,2024-07-11 16:35:00,売り,5.0,利確
2024-07-12 16:00:00,2024-07-12 16:00:00,買い,5.0,利確
2024-07-15 16:25:00,2024-07-15 16:25:00,売り,5.0,利確
2024-07-19 16:00:00,2024-07-19 16:00:00,売り,5.0,利確
2024-07-23 16:40:00,2024-07-23 16:40:00,売り,5.0,利確
2024-07-25 16:20:00,2024-07-25 16:20:00,売り,5.0,利確
2024-07-26 16:15:00,2024-07-26 16:25:00,買い,5.0,利確
2024-07-29 16:40:00,2024-07-29 16:40:00,買い,5.0,利確
2024-08-06 16:55:00,2024-08-06 16:55:00,売り,5.0,利確
2024-08-09 16:00:00,2024-08-09 16:00:00,買い,-10.0,損切り
2024-08-09 16:05:00,2024-08-09 16:05:00,売り,5.0,利確
2024-08-09 16:50:00,2024-08-09 16:50:00,買い,5.0,利確
2024-08-20 16:30:00,2024-08-20 16:35:00,売り,5.0,利確
2024-08-22 16:40:00,2024-08-22 16:55:00,売り,-10.0,損切り
2024-08-23 16:45:00,2024-08-23 16:45:00,買い,5.0,利確
2024-08-27 16:00:00,2024-08-27 16:00:00,買い,5.0,利確
2024-08-29 16:05:00,2024-08-29 16:30:00,買い,5.0,利確
2024-09-05 16:40:00,2024-09-05 16:40:00,買い,5.0,利確
2024-09-11 16:15:00,2024-09-11 16:15:00,買い,5.0,利確
2024-09-12 16:15:00,2024-09-12 16:15:00,買い,5.0,利確
2024-09-26 16:10:00,2024-09-26 16:10:00,買い,5.0,利確
2024-09-30 16:45:00,2024-09-30 16:55:00,買い,5.0,利確
2024-10-01 16:15:00,2024-10-01 16:15:00,売り,5.0,利確
2024-10-08 16:15:00,2024-10-08 16:15:00,売り,5.0,利確
2024-10-09 16:20:00,2024-10-09 16:30:00,売り,-10.0,損切り
2024-10-09 16:40:00,2024-10-09 16:45:00,買い,5.0,利確
2024-10-14 16:30:00,2024-10-14 16:30:00,買い,5.0,利確
2024-10-22 16:30:00,2024-10-22 16:30:00,買い,5.0,利確
2024-10-30 16:20:00,2024-10-30 16:55:00,買い,5.0,利確
2024-11-01 16:15:00,2024-11-01 16:30:00,売り,5.0,利確
2024-11-11 16:20:00,2024-11-11 16:20:00,売り,5.0,利確
2024-11-11 16:45:00,2024-11-11 16:45:00,買い,5.0,利確
2024-11-18 16:20:00,2024-11-18 16:20:00,買い,5.0,利確
2024-12-03 16:15:00,2024-12-03 16:40:00,売り,-10.0,損切り
2024-12-06 16:20:00,2024-12-06 16:20:00,買い,5.0,利確
2024-12-11 16:25:00,2024-12-11 16:35:00,売り,5.0,利確
2024-12-17 16:40:00,2024-12-17 16:40:00,売り,5.0,利確
2024-12-18 16:55:00,2024-12-18 18:10:00,買い,5.0,利確
2024-12-25 16:30:00,2024-12-25 16:35:00,売り,5.0,利確
2024-12-26 16:10:00,2024-12-26 16:35:00,買い,5.0,利確
2024-12-30 16:30:00,2024-12-30 17:05:00,売り,-10.0,損切り
2025-01-06 16:00:00,2025-01-06 16:10:00,売り,5.0,利確
2025-01-13 16:10:00,2025-01-13 16:10:00,売り,5.0,利確
2025-01-14 16:05:00,2025-01-14 16:30:00,売り,-10.0,損切り
2025-01-23 16:00:00,2025-01-23 16:45:00,買い,5.0,利確
2025-01-27 16:20:00,2025-01-27 16:30:00,売り,5.0,利確
2025-01-29 16:55:00,2025-01-29 17:00:00,買い,-10.0,損切り
2025-02-03 16:45:00,2025-02-03 17:00:00,買い,5.0,利確
