v07最終判定,v07最終スコア,理由,元v07判定,元v07スコア,戦略,戦略タイプ,利確pips,損切りpips,時間帯,曜日,トレンド環境,ボラ環境,元PF,元期待値pips/回,元勝率%,元取引回数,月プラス率%,最悪月pips,2025_損益pips,2025_PF,2025_期待値,2025_取引回数,2026_損益pips,2026_PF,2026_期待値,2026_取引回数,フォワード損益pips,フォワードPF,フォワード期待値,フォワード取引回数,年跨ぎ安定,PF安定,期待値安定,取引数十分,月安定,DD許容,v08スコア,v08判定,v08理由,v09元ファイル
実戦候補,87.6,月勝率66.7% / 2025損益420.0pips / 2026損益114.0pips / 最悪月-40.0pips,本命候補,82.6,"MACDクロス(12,21,12)",MACDクロス,20,20,東京(9-15時),全曜日,下降のみ,ATR高,1.405,3.3375,58.8,160,66.7,-40.0,420.0,1.396,3.307,127,114.0,1.438,3.455,33,534.0,1.405,3.337,160,True,True,True,True,True,True,72.0,監視,2025・2026・フォワードすべて利益 / PFが各期間で1.15以上 / 期待値が各期間でプラス,watch_candidates_v08.csv
