entry_time,exit_time,candidate_no,strategy,pnl_pips,equity_pips,drawdown_pips
2024-03-13 10:50:00,2024-03-13 13:45:00,1,"MACDクロス(12,21,12)",20.0,258.9,-60.0
2024-03-14 10:05:00,2024-03-14 11:15:00,1,"MACDクロス(12,21,12)",-20.0,238.9,-80.0
2024-03-21 09:40:00,2024-03-21 10:00:00,1,"MACDクロス(12,21,12)",-20.0,218.9,-100.0
2024-03-21 10:10:00,2024-03-21 13:20:00,1,"MACDクロス(12,21,12)",-20.0,198.9,-120.0
2024-03-25 10:10:00,2024-03-25 23:55:00,1,"MACDクロス(12,21,12)",-11.2,187.7,-131.2
2024-04-05 09:15:00,2024-04-05 09:15:00,1,"MACDクロス(12,21,12)",20.0,207.7,-111.2
2024-04-05 10:35:00,2024-04-05 11:35:00,1,"MACDクロス(12,21,12)",20.0,227.7,-91.2
2024-04-18 12:05:00,2024-04-18 14:15:00,1,"MACDクロス(12,21,12)",20.0,247.7,-71.2
2024-04-19 12:05:00,2024-04-19 12:25:00,1,"MACDクロス(12,21,12)",20.0,267.7,-51.2
2024-04-29 14:30:00,2024-04-29 14:30:00,1,"MACDクロス(12,21,12)",-20.0,247.7,-71.2
2024-05-03 09:15:00,2024-05-03 09:25:00,1,"MACDクロス(12,21,12)",20.0,267.7,-51.2
2024-05-03 10:25:00,2024-05-03 10:30:00,1,"MACDクロス(12,21,12)",20.0,287.7,-31.2
2024-05-03 11:25:00,2024-05-03 15:55:00,1,"MACDクロス(12,21,12)",20.0,307.7,-11.2
2024-05-16 09:05:00,2024-05-16 09:20:00,1,"MACDクロス(12,21,12)",-20.0,287.7,-31.2
2024-05-16 09:30:00,2024-05-16 09:50:00,1,"MACDクロス(12,21,12)",20.0,307.7,-11.2
2024-05-16 10:40:00,2024-05-16 10:45:00,1,"MACDクロス(12,21,12)",20.0,327.7,0.0
2024-05-16 12:25:00,2024-05-16 14:50:00,1,"MACDクロス(12,21,12)",-20.0,307.7,-20.0
2024-05-31 11:35:00,2024-05-31 15:05:00,1,"MACDクロス(12,21,12)",20.0,327.7,0.0
2024-06-04 09:25:00,2024-06-04 09:50:00,1,"MACDクロス(12,21,12)",20.0,347.7,0.0
2024-06-06 10:50:00,2024-06-06 11:35:00,1,"MACDクロス(12,21,12)",-20.0,327.7,-20.0
2024-06-06 11:50:00,2024-06-06 13:15:00,1,"MACDクロス(12,21,12)",-20.0,307.7,-40.0
2024-06-07 14:15:00,2024-06-07 14:50:00,1,"MACDクロス(12,21,12)",-20.0,287.7,-60.0
2024-06-07 14:55:00,2024-06-07 15:10:00,1,"MACDクロス(12,21,12)",20.0,307.7,-40.0
2024-06-12 11:10:00,2024-06-12 16:15:00,1,"MACDクロス(12,21,12)",20.0,327.7,-20.0
2024-06-25 10:45:00,2024-06-25 21:50:00,1,"MACDクロス(12,21,12)",20.0,347.7,0.0
2024-07-04 10:55:00,2024-07-04 19:20:00,1,"MACDクロス(12,21,12)",-20.0,327.7,-20.0
2024-07-05 10:45:00,2024-07-05 12:05:00,1,"MACDクロス(12,21,12)",-20.0,307.7,-40.0
2024-07-05 12:10:00,2024-07-05 12:20:00,1,"MACDクロス(12,21,12)",20.0,327.7,-20.0
2024-07-05 13:20:00,2024-07-05 16:40:00,1,"MACDクロス(12,21,12)",20.0,347.7,0.0
2024-07-08 09:45:00,2024-07-08 10:30:00,1,"MACDクロス(12,21,12)",-20.0,327.7,-20.0
2024-07-08 10:35:00,2024-07-08 11:15:00,1,"MACDクロス(12,21,12)",20.0,347.7,0.0
2024-07-08 12:05:00,2024-07-08 14:25:00,1,"MACDクロス(12,21,12)",20.0,367.7,0.0
2024-07-12 09:35:00,2024-07-12 10:00:00,1,"MACDクロス(12,21,12)",20.0,387.7,0.0
2024-07-15 11:20:00,2024-07-15 14:15:00,1,"MACDクロス(12,21,12)",-20.0,367.7,-20.0
2024-07-18 09:15:00,2024-07-18 10:10:00,1,"MACDクロス(12,21,12)",20.0,387.7,0.0
2024-07-23 10:25:00,2024-07-23 11:35:00,1,"MACDクロス(12,21,12)",-20.0,367.7,-20.0
2024-07-23 11:40:00,2024-07-23 12:30:00,1,"MACDクロス(12,21,12)",20.0,387.7,0.0
2024-07-23 13:30:00,2024-07-23 15:10:00,1,"MACDクロス(12,21,12)",20.0,407.7,0.0
2024-07-24 11:30:00,2024-07-24 12:00:00,1,"MACDクロス(12,21,12)",-20.0,387.7,-20.0
2024-07-24 12:10:00,2024-07-24 13:00:00,1,"MACDクロス(12,21,12)",20.0,407.7,0.0
2024-07-24 14:25:00,2024-07-24 15:10:00,1,"MACDクロス(12,21,12)",-20.0,387.7,-20.0
2024-07-25 09:30:00,2024-07-25 09:30:00,1,"MACDクロス(12,21,12)",20.0,407.7,0.0
2024-07-25 11:10:00,2024-07-25 11:45:00,1,"MACDクロス(12,21,12)",-20.0,387.7,-20.0
2024-07-25 12:10:00,2024-07-25 12:20:00,1,"MACDクロス(12,21,12)",20.0,407.7,0.0
2024-07-25 12:50:00,2024-07-25 13:55:00,1,"MACDクロス(12,21,12)",20.0,427.7,0.0
2024-07-29 11:50:00,2024-07-29 12:20:00,1,"MACDクロス(12,21,12)",20.0,447.7,0.0
2024-07-29 13:45:00,2024-07-29 14:30:00,1,"MACDクロス(12,21,12)",-20.0,427.7,-20.0
2024-07-31 10:30:00,2024-07-31 10:50:00,1,"MACDクロス(12,21,12)",20.0,447.7,0.0
2024-08-01 11:05:00,2024-08-01 11:10:00,1,"MACDクロス(12,21,12)",20.0,467.7,0.0
2024-08-01 13:05:00,2024-08-01 13:50:00,1,"MACDクロス(12,21,12)",-20.0,447.7,-20.0
2024-08-01 13:55:00,2024-08-01 14:10:00,1,"MACDクロス(12,21,12)",20.0,467.7,0.0
2024-08-02 09:00:00,2024-08-02 09:15:00,1,"MACDクロス(12,21,12)",-20.0,447.7,-20.0
2024-08-05 10:00:00,2024-08-05 10:00:00,1,"MACDクロス(12,21,12)",-20.0,427.7,-40.0
2024-08-05 10:10:00,2024-08-05 10:15:00,1,"MACDクロス(12,21,12)",20.0,447.7,-20.0
2024-08-05 10:35:00,2024-08-05 10:40:00,1,"MACDクロス(12,21,12)",-20.0,427.7,-40.0
2024-08-05 12:15:00,2024-08-05 12:40:00,1,"MACDクロス(12,21,12)",20.0,447.7,-20.0
2024-08-05 14:15:00,2024-08-05 14:15:00,1,"MACDクロス(12,21,12)",20.0,467.7,0.0
2024-08-08 09:05:00,2024-08-08 09:05:00,1,"MACDクロス(12,21,12)",-20.0,447.7,-20.0
2024-08-08 09:40:00,2024-08-08 09:40:00,1,"MACDクロス(12,21,12)",-20.0,427.7,-40.0
2024-08-08 09:55:00,2024-08-08 10:00:00,1,"MACDクロス(12,21,12)",20.0,447.7,-20.0
2024-08-08 14:15:00,2024-08-08 14:40:00,1,"MACDクロス(12,21,12)",-20.0,427.7,-40.0
2024-08-08 14:55:00,2024-08-08 15:05:00,1,"MACDクロス(12,21,12)",-20.0,407.7,-60.0
2024-08-14 12:20:00,2024-08-14 12:30:00,1,"MACDクロス(12,21,12)",20.0,427.7,-40.0
2024-08-19 14:00:00,2024-08-19 14:15:00,1,"MACDクロス(12,21,12)",-20.0,407.7,-60.0
2024-08-19 14:35:00,2024-08-19 14:40:00,1,"MACDクロス(12,21,12)",-20.0,387.7,-80.0
2024-08-20 10:35:00,2024-08-20 11:10:00,1,"MACDクロス(12,21,12)",20.0,407.7,-60.0
2024-08-23 11:35:00,2024-08-23 13:20:00,1,"MACDクロス(12,21,12)",20.0,427.7,-40.0
2024-08-26 09:25:00,2024-08-26 10:40:00,1,"MACDクロス(12,21,12)",-20.0,407.7,-60.0
2024-09-03 14:25:00,2024-09-03 15:40:00,1,"MACDクロス(12,21,12)",20.0,427.7,-40.0
2024-09-04 09:40:00,2024-09-04 09:45:00,1,"MACDクロス(12,21,12)",-20.0,407.7,-60.0
2024-09-04 10:05:00,2024-09-04 10:45:00,1,"MACDクロス(12,21,12)",20.0,427.7,-40.0
2024-09-04 11:15:00,2024-09-04 11:30:00,1,"MACDクロス(12,21,12)",-20.0,407.7,-60.0
2024-09-04 11:35:00,2024-09-04 13:45:00,1,"MACDクロス(12,21,12)",-20.0,387.7,-80.0
2024-09-05 10:25:00,2024-09-05 10:30:00,1,"MACDクロス(12,21,12)",-20.0,367.7,-100.0
2024-09-05 10:35:00,2024-09-05 13:35:00,1,"MACDクロス(12,21,12)",-20.0,347.7,-120.0
2024-09-11 10:00:00,2024-09-11 10:30:00,1,"MACDクロス(12,21,12)",-20.0,327.7,-140.0
2024-09-11 10:35:00,2024-09-11 10:35:00,1,"MACDクロス(12,21,12)",20.0,347.7,-120.0
2024-09-11 11:50:00,2024-09-11 12:15:00,1,"MACDクロス(12,21,12)",-20.0,327.7,-140.0
2024-09-11 12:35:00,2024-09-11 13:05:00,1,"MACDクロス(12,21,12)",20.0,347.7,-120.0
2024-09-11 14:00:00,2024-09-11 14:05:00,1,"MACDクロス(12,21,12)",-20.0,327.7,-140.0
2024-09-11 14:25:00,2024-09-11 14:30:00,1,"MACDクロス(12,21,12)",-20.0,307.7,-160.0
2024-09-11 14:35:00,2024-09-11 14:40:00,1,"MACDクロス(12,21,12)",20.0,327.7,-140.0
2024-09-13 09:55:00,2024-09-13 09:55:00,1,"MACDクロス(12,21,12)",-20.0,307.7,-160.0
2024-09-13 10:05:00,2024-09-13 10:20:00,1,"MACDクロス(12,21,12)",-20.0,287.7,-180.0
2024-09-13 10:30:00,2024-09-13 11:15:00,1,"MACDクロス(12,21,12)",-20.0,267.7,-200.0
2024-09-13 11:25:00,2024-09-13 13:30:00,1,"MACDクロス(12,21,12)",20.0,287.7,-180.0
2024-09-13 13:45:00,2024-09-13 14:05:00,1,"MACDクロス(12,21,12)",20.0,307.7,-160.0
2024-09-13 14:55:00,2024-09-13 15:20:00,1,"MACDクロス(12,21,12)",-20.0,287.7,-180.0
2024-09-20 10:55:00,2024-09-20 11:50:00,1,"MACDクロス(12,21,12)",20.0,307.7,-160.0
2024-09-20 12:10:00,2024-09-20 12:15:00,1,"MACDクロス(12,21,12)",-20.0,287.7,-180.0
2024-09-20 13:05:00,2024-09-20 15:15:00,1,"MACDクロス(12,21,12)",-20.0,267.7,-200.0
2024-10-29 11:40:00,2024-10-29 12:40:00,1,"MACDクロス(12,21,12)",20.0,287.7,-180.0
2024-10-31 13:45:00,2024-10-31 15:40:00,1,"MACDクロス(12,21,12)",-20.0,267.7,-200.0
2024-11-01 09:05:00,2024-11-01 10:35:00,1,"MACDクロス(12,21,12)",20.0,287.7,-180.0
2024-11-04 09:25:00,2024-11-04 10:20:00,1,"MACDクロス(12,21,12)",20.0,307.7,-160.0
2024-11-04 10:25:00,2024-11-04 12:00:00,1,"MACDクロス(12,21,12)",20.0,327.7,-140.0
2024-11-04 12:10:00,2024-11-04 13:50:00,1,"MACDクロス(12,21,12)",-20.0,307.7,-160.0
2024-11-08 13:50:00,2024-11-08 15:15:00,1,"MACDクロス(12,21,12)",20.0,327.7,-140.0
2024-11-18 10:10:00,2024-11-18 10:10:00,1,"MACDクロス(12,21,12)",-20.0,307.7,-160.0
2024-11-18 14:05:00,2024-11-18 14:40:00,1,"MACDクロス(12,21,12)",-20.0,287.7,-180.0
2024-11-18 14:45:00,2024-11-18 16:00:00,1,"MACDクロス(12,21,12)",-20.0,267.7,-200.0
2024-11-19 11:20:00,2024-11-19 12:00:00,1,"MACDクロス(12,21,12)",-20.0,247.7,-220.0
2024-11-21 10:15:00,2024-11-21 13:50:00,1,"MACDクロス(12,21,12)",-20.0,227.7,-240.0
2024-11-22 09:40:00,2024-11-22 09:50:00,1,"MACDクロス(12,21,12)",20.0,247.7,-220.0
2024-11-25 09:15:00,2024-11-25 09:50:00,1,"MACDクロス(12,21,12)",-20.0,227.7,-240.0
2024-11-25 10:30:00,2024-11-25 10:45:00,1,"MACDクロス(12,21,12)",20.0,247.7,-220.0
2024-11-25 11:30:00,2024-11-25 11:35:00,1,"MACDクロス(12,21,12)",-20.0,227.7,-240.0
2024-11-25 11:45:00,2024-11-25 12:40:00,1,"MACDクロス(12,21,12)",20.0,247.7,-220.0
2024-11-26 10:55:00,2024-11-26 12:10:00,1,"MACDクロス(12,21,12)",-20.0,227.7,-240.0
2024-11-27 10:10:00,2024-11-27 10:20:00,1,"MACDクロス(12,21,12)",-20.0,207.7,-260.0
2024-11-27 11:20:00,2024-11-27 12:10:00,1,"MACDクロス(12,21,12)",-20.0,187.7,-280.0
2024-11-29 11:05:00,2024-11-29 11:30:00,1,"MACDクロス(12,21,12)",20.0,207.7,-260.0
2024-11-29 13:05:00,2024-11-29 13:20:00,1,"MACDクロス(12,21,12)",20.0,227.7,-240.0
2024-11-29 13:55:00,2024-11-29 14:35:00,1,"MACDクロス(12,21,12)",20.0,247.7,-220.0
2025-01-13 11:30:00,2025-01-13 14:30:00,1,"MACDクロス(12,21,12)",-20.0,227.7,-240.0
2025-01-16 10:05:00,2025-01-16 10:25:00,1,"MACDクロス(12,21,12)",20.0,247.7,-220.0
2025-01-16 11:30:00,2025-01-16 12:00:00,1,"MACDクロス(12,21,12)",20.0,267.7,-200.0
2025-01-17 10:40:00,2025-01-17 14:30:00,1,"MACDクロス(12,21,12)",20.0,287.7,-180.0
2025-01-21 09:40:00,2025-01-21 09:50:00,1,"MACDクロス(12,21,12)",20.0,307.7,-160.0
2025-01-21 12:45:00,2025-01-21 14:30:00,1,"MACDクロス(12,21,12)",20.0,327.7,-140.0
2025-01-22 10:25:00,2025-01-22 11:20:00,1,"MACDクロス(12,21,12)",20.0,347.7,-120.0
2025-01-24 14:00:00,2025-01-24 14:35:00,1,"MACDクロス(12,21,12)",20.0,367.7,-100.0
2025-01-27 09:30:00,2025-01-27 10:05:00,1,"MACDクロス(12,21,12)",20.0,387.7,-80.0
2025-01-27 10:35:00,2025-01-27 12:15:00,1,"MACDクロス(12,21,12)",20.0,407.7,-60.0
2025-01-30 10:45:00,2025-01-30 11:05:00,1,"MACDクロス(12,21,12)",-20.0,387.7,-80.0
2025-01-30 11:20:00,2025-01-30 13:00:00,1,"MACDクロス(12,21,12)",-20.0,367.7,-100.0
2025-01-31 09:50:00,2025-01-31 10:05:00,1,"MACDクロス(12,21,12)",-20.0,347.7,-120.0
2025-01-31 10:10:00,2025-01-31 12:35:00,1,"MACDクロス(12,21,12)",-20.0,327.7,-140.0
2025-02-05 11:40:00,2025-02-05 12:35:00,1,"MACDクロス(12,21,12)",-20.0,307.7,-160.0
2025-02-06 11:25:00,2025-02-06 14:15:00,1,"MACDクロス(12,21,12)",20.0,327.7,-140.0
2025-02-07 09:55:00,2025-02-07 10:00:00,1,"MACDクロス(12,21,12)",20.0,347.7,-120.0
2025-02-14 11:00:00,2025-02-14 11:35:00,1,"MACDクロス(12,21,12)",20.0,367.7,-100.0
2025-02-20 11:25:00,2025-02-20 12:50:00,1,"MACDクロス(12,21,12)",-20.0,347.7,-120.0
2025-02-21 09:00:00,2025-02-21 09:05:00,1,"MACDクロス(12,21,12)",20.0,367.7,-100.0
2025-02-24 10:30:00,2025-02-24 11:00:00,1,"MACDクロス(12,21,12)",20.0,387.7,-80.0
2025-02-26 10:00:00,2025-02-26 10:30:00,1,"MACDクロス(12,21,12)",20.0,407.7,-60.0
2025-02-27 09:40:00,2025-02-27 09:50:00,1,"MACDクロス(12,21,12)",20.0,427.7,-40.0
2025-02-28 10:45:00,2025-02-28 11:00:00,1,"MACDクロス(12,21,12)",-20.0,407.7,-60.0
2025-02-28 11:05:00,2025-02-28 11:30:00,1,"MACDクロス(12,21,12)",-20.0,387.7,-80.0
2025-03-04 09:20:00,2025-03-04 09:25:00,1,"MACDクロス(12,21,12)",-20.0,367.7,-100.0
2025-03-04 09:45:00,2025-03-04 09:50:00,1,"MACDクロス(12,21,12)",-20.0,347.7,-120.0
2025-03-04 11:00:00,2025-03-04 11:10:00,1,"MACDクロス(12,21,12)",20.0,367.7,-100.0
2025-03-04 12:45:00,2025-03-04 13:35:00,1,"MACDクロス(12,21,12)",20.0,387.7,-80.0
2025-03-04 14:00:00,2025-03-04 14:20:00,1,"MACDクロス(12,21,12)",20.0,407.7,-60.0
2025-03-07 09:55:00,2025-03-07 11:10:00,1,"MACDクロス(12,21,12)",-20.0,387.7,-80.0
2025-03-07 12:50:00,2025-03-07 17:40:00,1,"MACDクロス(12,21,12)",-20.0,367.7,-100.0
2025-03-10 09:25:00,2025-03-10 10:20:00,1,"MACDクロス(12,21,12)",20.0,387.7,-80.0
2025-03-10 10:25:00,2025-03-10 10:40:00,1,"MACDクロス(12,21,12)",-20.0,367.7,-100.0
2025-03-10 10:45:00,2025-03-10 11:25:00,1,"MACDクロス(12,21,12)",20.0,387.7,-80.0
2025-03-11 09:25:00,2025-03-11 09:50:00,1,"MACDクロス(12,21,12)",20.0,407.7,-60.0
2025-03-11 10:20:00,2025-03-11 11:05:00,1,"MACDクロス(12,21,12)",20.0,427.7,-40.0
2025-03-31 09:20:00,2025-03-31 09:50:00,1,"MACDクロス(12,21,12)",-20.0,407.7,-60.0
2025-03-31 09:55:00,2025-03-31 10:00:00,1,"MACDクロス(12,21,12)",-20.0,387.7,-80.0
2025-03-31 10:35:00,2025-03-31 11:25:00,1,"MACDクロス(12,21,12)",20.0,407.7,-60.0
2025-03-31 12:25:00,2025-03-31 13:30:00,1,"MACDクロス(12,21,12)",20.0,427.7,-40.0
2025-04-03 09:00:00,2025-04-03 09:10:00,1,"MACDクロス(12,21,12)",20.0,447.7,-20.0
2025-04-03 10:40:00,2025-04-03 11:05:00,1,"MACDクロス(12,21,12)",-20.0,427.7,-40.0
2025-04-03 11:15:00,2025-04-03 12:35:00,1,"MACDクロス(12,21,12)",20.0,447.7,-20.0
2025-04-03 13:20:00,2025-04-03 14:00:00,1,"MACDクロス(12,21,12)",20.0,467.7,0.0
2025-04-03 14:30:00,2025-04-03 14:40:00,1,"MACDクロス(12,21,12)",20.0,487.7,0.0
2025-04-04 14:30:00,2025-04-04 14:40:00,1,"MACDクロス(12,21,12)",20.0,507.7,0.0
2025-04-09 09:00:00,2025-04-09 09:05:00,1,"MACDクロス(12,21,12)",-20.0,487.7,-20.0
2025-04-09 09:25:00,2025-04-09 09:35:00,1,"MACDクロス(12,21,12)",20.0,507.7,0.0
2025-04-09 10:05:00,2025-04-09 10:15:00,1,"MACDクロス(12,21,12)",20.0,527.7,0.0
2025-04-09 12:10:00,2025-04-09 12:20:00,1,"MACDクロス(12,21,12)",20.0,547.7,0.0
2025-04-09 14:00:00,2025-04-09 14:00:00,1,"MACDクロス(12,21,12)",20.0,567.7,0.0
2025-04-11 09:55:00,2025-04-11 10:00:00,1,"MACDクロス(12,21,12)",-20.0,547.7,-20.0
2025-04-11 12:20:00,2025-04-11 12:30:00,1,"MACDクロス(12,21,12)",20.0,567.7,0.0
2025-04-11 13:30:00,2025-04-11 13:35:00,1,"MACDクロス(12,21,12)",-20.0,547.7,-20.0
2025-04-11 13:40:00,2025-04-11 14:05:00,1,"MACDクロス(12,21,12)",-20.0,527.7,-40.0
2025-04-11 14:10:00,2025-04-11 14:30:00,1,"MACDクロス(12,21,12)",20.0,547.7,-20.0
2025-04-14 11:00:00,2025-04-14 11:25:00,1,"MACDクロス(12,21,12)",20.0,567.7,0.0
2025-04-14 13:20:00,2025-04-14 13:20:00,1,"MACDクロス(12,21,12)",20.0,587.7,0.0
2025-04-14 14:15:00,2025-04-14 14:20:00,1,"MACDクロス(12,21,12)",-20.0,567.7,-20.0
2025-04-14 14:30:00,2025-04-14 14:55:00,1,"MACDクロス(12,21,12)",20.0,587.7,0.0
2025-05-14 11:05:00,2025-05-14 12:30:00,1,"MACDクロス(12,21,12)",-20.0,567.7,-20.0
2025-05-15 10:55:00,2025-05-15 12:25:00,1,"MACDクロス(12,21,12)",-20.0,547.7,-40.0
2025-05-16 10:30:00,2025-05-16 11:35:00,1,"MACDクロス(12,21,12)",20.0,567.7,-20.0
2025-05-19 09:35:00,2025-05-19 09:50:00,1,"MACDクロス(12,21,12)",20.0,587.7,0.0
2025-05-19 10:30:00,2025-05-19 11:05:00,1,"MACDクロス(12,21,12)",20.0,607.7,0.0
2025-05-22 10:10:00,2025-05-22 10:20:00,1,"MACDクロス(12,21,12)",-20.0,587.7,-20.0
2025-05-22 10:25:00,2025-05-22 11:05:00,1,"MACDクロス(12,21,12)",-20.0,567.7,-40.0
2025-05-22 11:45:00,2025-05-22 12:45:00,1,"MACDクロス(12,21,12)",-20.0,547.7,-60.0
2025-05-30 09:35:00,2025-05-30 09:55:00,1,"MACDクロス(12,21,12)",-20.0,527.7,-80.0
2025-05-30 10:10:00,2025-05-30 10:15:00,1,"MACDクロス(12,21,12)",20.0,547.7,-60.0
2025-05-30 10:40:00,2025-05-30 11:10:00,1,"MACDクロス(12,21,12)",20.0,567.7,-40.0
2025-06-05 10:20:00,2025-06-05 12:55:00,1,"MACDクロス(12,21,12)",20.0,587.7,-20.0
2025-06-12 09:40:00,2025-06-12 10:10:00,1,"MACDクロス(12,21,12)",20.0,607.7,0.0
2025-06-12 10:55:00,2025-06-12 11:10:00,1,"MACDクロス(12,21,12)",20.0,627.7,0.0
2025-06-13 09:55:00,2025-06-13 10:20:00,1,"MACDクロス(12,21,12)",20.0,647.7,0.0
2025-06-13 11:45:00,2025-06-13 12:00:00,1,"MACDクロス(12,21,12)",-20.0,627.7,-20.0
2025-06-24 09:00:00,2025-06-24 09:30:00,1,"MACDクロス(12,21,12)",-20.0,607.7,-40.0
2025-06-24 09:35:00,2025-06-24 10:10:00,1,"MACDクロス(12,21,12)",20.0,627.7,-20.0
2025-06-24 10:40:00,2025-06-24 11:35:00,1,"MACDクロス(12,21,12)",-20.0,607.7,-40.0
2025-06-24 11:40:00,2025-06-24 12:50:00,1,"MACDクロス(12,21,12)",20.0,627.7,-20.0
2025-06-25 11:30:00,2025-06-25 12:55:00,1,"MACDクロス(12,21,12)",20.0,647.7,0.0
2025-07-21 10:05:00,2025-07-21 14:25:00,1,"MACDクロス(12,21,12)",-20.0,627.7,-20.0
2025-07-23 10:10:00,2025-07-23 10:20:00,1,"MACDクロス(12,21,12)",-20.0,607.7,-40.0
2025-07-24 10:05:00,2025-07-24 10:25:00,1,"MACDクロス(12,21,12)",20.0,627.7,-20.0
2025-07-24 11:15:00,2025-07-24 15:15:00,1,"MACDクロス(12,21,12)",20.0,647.7,0.0
2025-08-05 09:20:00,2025-08-05 09:45:00,1,"MACDクロス(12,21,12)",20.0,667.7,0.0
2025-08-14 10:40:00,2025-08-14 13:20:00,1,"MACDクロス(12,21,12)",-20.0,647.7,-20.0
2025-08-26 10:15:00,2025-08-26 11:30:00,1,"MACDクロス(12,21,12)",20.0,667.7,0.0
2025-08-28 10:45:00,2025-08-28 12:15:00,1,"MACDクロス(12,21,12)",-20.0,647.7,-20.0
2025-08-29 10:10:00,2025-08-29 15:45:00,1,"MACDクロス(12,21,12)",20.0,667.7,0.0
2025-09-04 09:15:00,2025-09-04 09:40:00,1,"MACDクロス(12,21,12)",-20.0,647.7,-20.0
2025-09-04 10:25:00,2025-09-04 10:35:00,1,"MACDクロス(12,21,12)",20.0,667.7,0.0
2025-09-04 11:05:00,2025-09-04 16:00:00,1,"MACDクロス(12,21,12)",20.0,687.7,0.0
2025-09-05 11:10:00,2025-09-05 21:30:00,1,"MACDクロス(12,21,12)",20.0,707.7,0.0
2025-09-09 10:00:00,2025-09-09 13:30:00,1,"MACDクロス(12,21,12)",-20.0,687.7,-20.0
2025-09-19 13:50:00,2025-09-19 15:20:00,1,"MACDクロス(12,21,12)",20.0,707.7,0.0
2025-10-01 14:55:00,2025-10-01 15:05:00,1,"MACDクロス(12,21,12)",-20.0,687.7,-20.0
2025-10-09 11:50:00,2025-10-09 15:00:00,1,"MACDクロス(12,21,12)",-20.0,667.7,-40.0
2025-10-14 14:10:00,2025-10-14 15:00:00,1,"MACDクロス(12,21,12)",-20.0,647.7,-60.0
2025-10-16 09:15:00,2025-10-16 09:25:00,1,"MACDクロス(12,21,12)",20.0,667.7,-40.0
2025-10-16 10:10:00,2025-10-16 10:50:00,1,"MACDクロス(12,21,12)",-20.0,647.7,-60.0
2025-10-16 10:55:00,2025-10-16 12:00:00,1,"MACDクロス(12,21,12)",20.0,667.7,-40.0
2025-10-17 13:15:00,2025-10-17 14:00:00,1,"MACDクロス(12,21,12)",-20.0,647.7,-60.0
2025-10-21 10:25:00,2025-10-21 10:40:00,1,"MACDクロス(12,21,12)",20.0,667.7,-40.0
2025-10-28 10:30:00,2025-10-28 12:50:00,1,"MACDクロス(12,21,12)",-20.0,647.7,-60.0
2025-10-28 14:50:00,2025-10-28 16:00:00,1,"MACDクロス(12,21,12)",20.0,667.7,-40.0
2025-10-29 10:25:00,2025-10-29 10:40:00,1,"MACDクロス(12,21,12)",20.0,687.7,-20.0
2025-11-05 11:00:00,2025-11-05 12:05:00,1,"MACDクロス(12,21,12)",20.0,707.7,0.0
2025-11-21 10:30:00,2025-11-21 13:00:00,1,"MACDクロス(12,21,12)",-20.0,687.7,-20.0
2025-11-21 13:55:00,2025-11-21 15:05:00,1,"MACDクロス(12,21,12)",-20.0,667.7,-40.0
2025-11-25 11:10:00,2025-11-25 13:15:00,1,"MACDクロス(12,21,12)",20.0,687.7,-20.0
2025-11-26 12:05:00,2025-11-26 13:10:00,1,"MACDクロス(12,21,12)",20.0,707.7,0.0
2025-11-27 10:40:00,2025-11-27 15:40:00,1,"MACDクロス(12,21,12)",20.0,727.7,0.0
2025-11-28 13:05:00,2025-11-28 22:55:00,1,"MACDクロス(12,21,12)",-20.0,707.7,-20.0
2025-12-01 10:05:00,2025-12-01 10:05:00,1,"MACDクロス(12,21,12)",-20.0,687.7,-40.0
2025-12-01 10:10:00,2025-12-01 10:30:00,1,"MACDクロス(12,21,12)",-20.0,667.7,-60.0
2025-12-01 10:35:00,2025-12-01 10:55:00,1,"MACDクロス(12,21,12)",-20.0,647.7,-80.0
2025-12-01 11:20:00,2025-12-01 16:40:00,1,"MACDクロス(12,21,12)",20.0,667.7,-60.0
2025-12-11 09:40:00,2025-12-11 09:55:00,1,"MACDクロス(12,21,12)",20.0,687.7,-40.0
2025-12-11 11:25:00,2025-12-11 13:55:00,1,"MACDクロス(12,21,12)",-20.0,667.7,-60.0
2025-12-16 09:40:00,2025-12-16 11:50:00,1,"MACDクロス(12,21,12)",-20.0,647.7,-80.0
2025-12-23 12:00:00,2025-12-23 13:00:00,1,"MACDクロス(12,21,12)",-20.0,627.7,-100.0
2025-12-24 09:25:00,2025-12-24 09:55:00,1,"MACDクロス(12,21,12)",-20.0,607.7,-120.0
2025-12-24 11:35:00,2025-12-24 12:35:00,1,"MACDクロス(12,21,12)",20.0,627.7,-100.0
2025-12-29 10:00:00,2025-12-29 11:15:00,1,"MACDクロス(12,21,12)",20.0,647.7,-80.0
2025-12-30 09:05:00,2025-12-30 09:50:00,1,"MACDクロス(12,21,12)",20.0,667.7,-60.0
2026-01-15 11:30:00,2026-01-15 16:10:00,1,"MACDクロス(12,21,12)",20.0,687.7,-40.0
2026-01-16 12:55:00,2026-01-16 15:00:00,1,"MACDクロス(12,21,12)",20.0,707.7,-20.0
2026-01-19 09:10:00,2026-01-19 09:20:00,1,"MACDクロス(12,21,12)",-20.0,687.7,-40.0
2026-01-19 10:00:00,2026-01-19 10:50:00,1,"MACDクロス(12,21,12)",-20.0,667.7,-60.0
2026-01-26 09:50:00,2026-01-26 10:00:00,1,"MACDクロス(12,21,12)",20.0,687.7,-40.0
2026-01-26 12:05:00,2026-01-26 12:15:00,1,"MACDクロス(12,21,12)",20.0,707.7,-20.0
2026-01-26 13:20:00,2026-01-26 14:05:00,1,"MACDクロス(12,21,12)",-20.0,687.7,-40.0
