gap_start,gap_end,gap_minutes,missing_bars,type
2025-04-25 20:55:00+00:00,2025-04-27 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-04-28 21:05:00+00:00,2025-04-28 21:15:00+00:00,10.0,1,要確認
2025-04-28 21:50:00+00:00,2025-04-28 22:00:00+00:00,10.0,1,要確認
2025-05-01 20:55:00+00:00,2025-05-01 21:05:00+00:00,10.0,1,要確認
2025-05-02 20:55:00+00:00,2025-05-04 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-05-09 20:55:00+00:00,2025-05-11 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-05-16 20:55:00+00:00,2025-05-18 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-05-23 20:55:00+00:00,2025-05-25 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-05-30 20:55:00+00:00,2025-06-01 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-06-05 20:55:00+00:00,2025-06-05 21:05:00+00:00,10.0,1,要確認
2025-06-06 20:55:00+00:00,2025-06-08 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-06-13 20:55:00+00:00,2025-06-15 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-06-20 20:55:00+00:00,2025-06-22 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-06-26 21:45:00+00:00,2025-06-26 21:55:00+00:00,10.0,1,要確認
2025-06-27 20:55:00+00:00,2025-06-29 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-07-04 20:55:00+00:00,2025-07-06 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-07-11 20:55:00+00:00,2025-07-13 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-07-18 20:55:00+00:00,2025-07-20 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-07-25 20:55:00+00:00,2025-07-27 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-08-01 20:55:00+00:00,2025-08-03 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-08-08 20:55:00+00:00,2025-08-10 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-08-10 21:20:00+00:00,2025-08-10 21:30:00+00:00,10.0,1,要確認
2025-08-15 20:55:00+00:00,2025-08-17 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-08-22 20:55:00+00:00,2025-08-24 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-08-29 20:55:00+00:00,2025-08-31 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-08-31 21:20:00+00:00,2025-08-31 21:30:00+00:00,10.0,1,要確認
2025-09-05 20:55:00+00:00,2025-09-07 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-09-12 20:55:00+00:00,2025-09-14 21:05:00+00:00,2890.0,577,週末休場(正常)
2025-09-19 20:55:00+00:00,2025-09-21 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-09-26 20:55:00+00:00,2025-09-28 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-09-28 21:30:00+00:00,2025-09-28 21:40:00+00:00,10.0,1,要確認
2025-10-03 20:55:00+00:00,2025-10-05 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-10-10 20:55:00+00:00,2025-10-12 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-10-17 20:55:00+00:00,2025-10-19 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-10-24 20:55:00+00:00,2025-10-26 21:00:00+00:00,2885.0,576,週末休場(正常)
2025-10-31 20:55:00+00:00,2025-11-02 22:00:00+00:00,2945.0,588,週末休場(正常)
2025-11-07 21:55:00+00:00,2025-11-09 22:00:00+00:00,2885.0,576,週末休場(正常)
2025-11-14 21:55:00+00:00,2025-11-16 22:00:00+00:00,2885.0,576,週末休場(正常)
2025-11-21 21:55:00+00:00,2025-11-23 22:00:00+00:00,2885.0,576,週末休場(正常)
2025-11-28 21:55:00+00:00,2025-11-30 22:00:00+00:00,2885.0,576,週末休場(正常)
2025-12-05 21:55:00+00:00,2025-12-07 22:00:00+00:00,2885.0,576,週末休場(正常)
2025-12-12 21:55:00+00:00,2025-12-14 22:00:00+00:00,2885.0,576,週末休場(正常)
2025-12-19 21:55:00+00:00,2025-12-21 22:00:00+00:00,2885.0,576,週末休場(正常)
2025-12-24 22:00:00+00:00,2025-12-24 22:10:00+00:00,10.0,1,要確認
2025-12-24 22:15:00+00:00,2025-12-24 22:25:00+00:00,10.0,1,要確認
2025-12-24 22:30:00+00:00,2025-12-24 22:40:00+00:00,10.0,1,要確認
2025-12-24 22:40:00+00:00,2025-12-24 22:55:00+00:00,15.0,2,要確認
2025-12-25 00:05:00+00:00,2025-12-25 00:20:00+00:00,15.0,2,要確認
2025-12-25 05:30:00+00:00,2025-12-25 05:40:00+00:00,10.0,1,要確認
2025-12-25 07:55:00+00:00,2025-12-25 22:00:00+00:00,845.0,168,要確認
2025-12-26 21:55:00+00:00,2025-12-28 22:00:00+00:00,2885.0,576,週末休場(正常)
2025-12-31 21:55:00+00:00,2026-01-01 22:00:00+00:00,1445.0,288,要確認
2026-01-02 21:55:00+00:00,2026-01-04 22:00:00+00:00,2885.0,576,週末休場(正常)
2026-01-09 21:55:00+00:00,2026-01-11 22:00:00+00:00,2885.0,576,週末休場(正常)
2026-01-16 21:55:00+00:00,2026-01-18 22:00:00+00:00,2885.0,576,週末休場(正常)
2026-01-23 21:55:00+00:00,2026-01-25 22:00:00+00:00,2885.0,576,週末休場(正常)
2026-01-30 21:55:00+00:00,2026-02-01 22:00:00+00:00,2885.0,576,週末休場(正常)
2026-02-06 21:55:00+00:00,2026-02-08 22:00:00+00:00,2885.0,576,週末休場(正常)
2026-02-13 21:55:00+00:00,2026-02-15 22:00:00+00:00,2885.0,576,週末休場(正常)
2026-02-20 21:55:00+00:00,2026-02-22 22:00:00+00:00,2885.0,576,週末休場(正常)
2026-02-27 21:55:00+00:00,2026-03-01 22:00:00+00:00,2885.0,576,週末休場(正常)
2026-03-06 21:55:00+00:00,2026-03-08 21:00:00+00:00,2825.0,564,週末休場(正常)
2026-03-13 20:55:00+00:00,2026-03-15 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-03-20 20:55:00+00:00,2026-03-22 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-03-27 20:55:00+00:00,2026-03-29 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-04-03 20:55:00+00:00,2026-04-05 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-04-10 20:55:00+00:00,2026-04-12 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-04-17 20:55:00+00:00,2026-04-19 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-04-24 20:55:00+00:00,2026-04-26 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-05-01 20:55:00+00:00,2026-05-03 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-05-08 20:55:00+00:00,2026-05-10 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-05-15 20:55:00+00:00,2026-05-17 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-05-22 20:55:00+00:00,2026-05-24 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-05-29 20:55:00+00:00,2026-05-31 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-06-05 20:55:00+00:00,2026-06-07 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-06-12 20:55:00+00:00,2026-06-14 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-06-15 21:15:00+00:00,2026-06-15 21:25:00+00:00,10.0,1,要確認
2026-06-19 20:55:00+00:00,2026-06-21 21:00:00+00:00,2885.0,576,週末休場(正常)
2026-06-26 20:55:00+00:00,2026-06-28 21:00:00+00:00,2885.0,576,週末休場(正常)
